Nr	ORT	Begin Time	End Time	Duration	
931	anche	357780	358030	250	
932	uno	358030	358240	210	
933	degli	358240	358503	263	
934	scrigni	358503	359006	503	
935	dell'arte	359006	359508	502	
936	barocca	359508	360180	672	
937	<inspiration>	360180	360477	297	
938	più	360477	360612	135	
939	importanti	360612	361150	538	
940	che	361150	361246	96	
941	ci	361246	361419	173	
942	siano	361419	361800	381	
943	a	361800	361942	142	
944	Napoli	361942	362400	458	
945	quindi	362400	362640	240	
946	questo	362640	362894	254	
947	è	362894	362920	26	
948	proprio	362920	363260	340	
949	uno	363260	363506	246	
950	dei	363506	363651	145	
951	musei	363651	364240	589	
952	<inspiration>	364240	364673	433	
953	<ehm>	364673	365353	680	
954	che/	365353	365480	127	
955	da	365480	365652	172	
956	non	365652	365819	167	
957	mancare	365819	366450	631	
958	soprattutto	366450	366875	425	
959	per	366875	367034	159	
960	chi	367034	367173	139	
961	viene	367173	367424	251	
962	da	367424	367540	116	
963	fuori	367540	367950	410	
964	è	367950	368040	90	
965	uno	368040	368257	217	
966	di	368257	368361	104	
967	quei	368361	368732	371	
968	<inspiration>	368732	368944	212	
969	di	368944	369067	123	
970	quei	369067	369258	191	
971	luoghi	369258	369580	322	
972	che	369580	369660	80	
973	andrebbero	369660	370120	460	
974	visitati	370120	370690	570	
975	<lp>	370690	371216	526	
976	<tongue-click>	371216	371380	164	
977	anche	371380	371630	250	
978	perché	371630	371870	240	
979	c'è	371870	371983	113	
980	un	371983	372027	44	
981	panorama<aa>	372027	373019	992	
982	notevole<ee>	373019	373750	731	
983	tra	373750	373890	140	
984	l'altro	373890	374279	389	
985	<inspiration>	374279	374770	491	
986	quindi	374770	375140	370	
987	è	375140	375267	127	
988	una	375267	375498	231	
989	buona<aa>	375498	376114	616	
990	è	376114	376160	46	
991	un	376160	376253	93	
992	buon	376253	376370	117	
993	modo	376370	376660	290	
994	per	376660	376842	182	
995	dare	376842	377291	449	
996	un'idea	377291	378120	829	
997	<ehm>	378120	379452	1332	
998	di	379452	379628	176	
999	do+/	379628	379760	132	
1000	un	379760	379885	125	
1001	mo+	379885	379971	86	
1002	modo	379971	380230	259	
1003	per	380230	380460	230	
1004	<sp>	380460	380543	83	
1005	avere	380543	380800	257	
1006	un	380800	380920	120	
1007	quadro	380920	381430	510	
1008	diciamo	381430	381728	298	
1009	della	381728	381950	222	
1010	città	381950	382463	513	
1011	<ehm>	382463	383635	1172	
1012	<tongue-click>	383635	383754	119	
1013	intera	383754	384280	526	
1014	<inspiration>	384280	384949	669	
1015	ci	384949	385117	168	
1016	troviamo	385117	385750	633	
1017	all'interno	385750	386516	766	
1018	del	386516	386680	164	
1019	pronao	386680	387323	643	
1020	<lp>	387323	388252	929	
1021	che	388252	388426	174	
1022	è	388426	388513	87	
1023	un	388513	388677	164	
1024	buon	388677	388975	298	
1025	esempio	388975	389767	792	
1026	<eeh>	389767	390201	434	
1027	per<rr>	390201	391120	919	
1028	<ehm>	391120	391547	427	
1029	cercare	391547	391960	413	
1030	di	391960	392070	110	
1031	mostrarvi	392070	392877	807	
1032	<inspiration>	392877	393385	508	
1033	queste	393385	393970	585	
1034	fasi	393970	394473	503	
1035	diverse	394473	395160	687	
1036	<lp>	395160	395920	760	
1037	di	395920	396090	170	
1038	lavorazione	396090	397020	930	
1039	di	397020	397100	80	
1040	ammodernamento	397100	397870	770	
1041	della	397870	398070	200	
1042	certosa	398070	398640	570	
1043	<sp>	398640	398780	140	
1044	siamo	398780	399010	230	
1045	partiti	399010	399390	380	
1046	appunto	399390	399750	360	
1047	dal	399750	399900	150	
1048	milletrecento	399900	400820	920	
1049	quindi	400820	401010	190	
1050	una	401010	401150	140	
1051	fabbrica	401150	401662	512	
1052	<inspiration>	401662	401903	241	
1053	medievale	401903	402770	867	
1054	<inspiration>	402770	403266	496	
1055	se	403266	403413	147	
1056	voi	403413	403626	213	
1057	guardate	403626	404020	394	
1058	sulla	404020	404250	230	
1059	vostra	404250	404590	340	
1060	testa	404590	405150	560	
1061	<sp>	405150	405409	259	
1062	<inspiration>	405409	405711	302	
1063	<tongue-click>	405711	405820	109	
1064	potete	405820	406240	420	
1065	scorgere	406240	407040	800	
1066	<sp>	407040	407470	430	
1067	<inspiration>	407470	407687	217	
1068	<tongue-click>	407687	407910	223	
1069	alcuni	407910	408460	550	
1070	resti	408460	408930	470	
1071	per	408930	409050	120	
1072	esempio	409050	409540	490	
1073	di	409540	409830	290	
1074	<sp>	409830	410150	320	
1075	alcune	410150	410539	389	
1076	tracce	410539	411070	531	
1077	ben	411070	411290	220	
1078	evidenti	411290	412070	780	
1079	<inspiration>	412070	412435	365	
1080	<sp>	412435	412744	309	
1081	<tongue-click>	412744	412892	148	
1082	di	412892	413010	118	
1083	archi	413010	413280	270	
1084	a	413280	413310	30	
1085	sesto	413310	413700	390	
1086	acuto	413700	414160	460	
1087	<sp>	414160	414310	150	
1088	tipici	414310	414960	650	
1089	<sp>	414960	415440	480	
1090	della	415440	416254	814	
1091	<sp>	416254	416660	406	
1092	dell'architettura	416660	417380	720	
1093	gotica	417380	417940	560	
1094	<lp>	417940	418641	701	
1095	<tongue-click>	418641	418780	139	
1096	però	418780	419210	430	
1097	<sp>	419210	419398	188	
1098	diciamo	419398	419700	302	
1099	sopraffatti	419700	420750	1050	
1100	<inspiration>	420750	421130	380	
1101	dalla	421130	421390	260	
1102	decorazione	421390	422180	790	
1103	che	422180	422285	105	
1104	poi	422285	422720	435	
1105	<inspiration>	422720	423031	311	
1106	viene	423031	423540	509	
1107	<inspiration>	423540	423761	221	
1108	<eeh>	423761	424602	841	
1109	appunto<oo>	424602	425340	738	
1110	<inspiration>	425340	425520	180	
1111	<ehm>	425520	427062	1542	
1112	viene	427062	427290	228	
1113	portata	427290	427678	388	
1114	avanti	427678	428370	692	
1115	<inspiration>	428370	428609	239	
1116	dal	428609	428870	261	
1117	toscano	428870	429585	715	
1118	Dosio	429585	430240	655	
1119	<breath>	430240	430420	180	
1120	dalla	430420	430650	230	
1121	fine	430650	430870	220	
1122	del	430870	430930	60	
1123	millecinquecento	430930	431760	830	
1124	come	431760	431910	150	
1125	dicevo	431910	432262	352	
1126	e	432262	432296	34	
1127	poi	432296	432620	324	
1128	per	432620	432780	160	
1129	la	432780	432880	100	
1130	prima	432880	433125	245	
1131	metà	433125	433433	308	
1132	<inspiration>	433433	433746	313	
1133	del<ll>	433746	434554	808	
1134	del	434554	434698	144	
1135	Seicento	434698	435270	572	
1136	<sp>	435270	435466	196	
1137	ovviamente	435466	436012	546	
1138	vi	436012	436120	108	
1139	siete	436120	436330	210	
1140	resi	436330	436602	272	
1141	benissimo	436602	437120	518	
1142	conto	437120	437530	410	
1143	che	437530	437700	170	
1144	l'affresco	437700	438240	540	
1145	che	438240	438318	78	
1146	vi	438318	438422	104	
1147	ho	438422	438449	27	
1148	indicato	438449	438820	371	
1149	prima	438820	439090	270	
1150	naturalmente	439090	439740	650	
1151	non	439740	439871	131	
1152	è	439871	439940	69	
1153	un	439940	440010	70	
1154	affresco	440010	440624	614	
1155	<inspiration>	440624	440975	351	
1156	<eeh>	440975	441596	621	
1157	trecentesco	441596	442400	804	
1158	ma	442400	442560	160	
1159	<sp>	442560	442930	370	
1160	ma	442930	443060	130	
1161	appartiene	443060	443530	470	
1162	appunto	443530	443890	360	
1163	a	443890	443930	40	
1164	questa	443930	444280	350	
1165	fase	444280	444769	489	
1166	<inspiration>	444769	445120	351	
1167	<ehm>	445120	445772	652	
1168	<tongue-click>	445772	445893	121	
1169	seicentesca	445893	446830	937	
1170	<sp>	446830	447130	300	
1171	più	447130	447303	173	
1172	interessante	447303	448080	777	
1173	ancora	448080	448600	520	
1174	del	448600	448750	150	
1175	pronao	448750	449430	680	
1176	<sp>	449430	449724	294	
1177	<tongue-click>	449724	449820	96	
1178	è	449820	449880	60	
1179	naturalmente	449880	450500	620	
1180	quello	450500	450720	220	
1181	che	450720	450790	70	
1182	è	450790	450880	90	
1183	alle	450880	451020	140	
1184	mie	451020	451147	127	
1185	spalle	451147	451660	513	
1186	<sp>	451660	451996	336	
1187	<noise>	451996	452275	279	
1188	<sp>	452275	452480	205	
1189	cioè	452480	452910	430	
1190	<lp>	452910	453493	583	
1191	<tongue-click>	453493	453646	153	
1192	la	453646	453780	134	
1193	chiesa	453780	454240	460	
1194	<sp>	454240	454677	437	
1195	<noise>	454677	454999	322	
1196	<eeh>	454999	455380	381	
1197	del<ll>	455380	456066	686	
1198	della	456066	456300	234	
1199	certosa	456300	456842	542	
1200	che	456842	456942	100	
1201	è	456942	457022	80	
1202	ovviamente	457022	457580	558	
1203	uno	457580	457853	273	
1204	delle<ee>/	457853	458320	467	
1205	dei	458320	458434	114	
1206	luoghi<ii>	458434	459090	656	
1207	<inspiration>	459090	459326	236	
1208	chiave	459326	459780	454	
1209	<inspiration>	459780	460365	585	
1210	<sp>	460365	460660	295	
1211	del<ll>	460660	461188	528	
1212	del	461188	461370	182	
1213	complesso	461370	462040	670	
1214	<inspiration>	462040	462313	273	
1215	sfortunatamente	462313	463193	880	
1216	in	463193	463325	132	
1217	questo	463325	463580	255	
1218	momento	463580	464044	464	
1219	ci	464044	464160	116	
1220	è	464160	464199	39	
1221	impossibile	464199	464970	771	
1222	entrare	464970	465700	730	
1223	perché	465700	466210	510	
1224	<inspiration>	466210	466496	286	
1225	<eeh>	466496	466833	337	
1226	il	466833	466978	145	
1227	pavimento	466978	467551	573	
1228	è	467551	467599	48	
1229	molto	467599	467960	361	
1230	delicato	467960	468670	710	
1231	e	468670	468700	30	
1232	quindi	468700	469257	557	
1233	la	469257	469392	135	
1234	Soprintendenza /	469392	470100	708	
1235	insomma	470100	470415	315	
1236	si	470415	470666	251	
1237	è	470666	470750	84	
1238	scelto	470750	471420	670	
1239	per	471420	471630	210	
1240	un<nn>	471630	472180	550	
1241	<lp>	472180	472990	810	
1242	per	472990	473210	220	
1243	un/	473210	473310	100	
1244	per	473310	473480	170	
1245	ora	473480	473860	380	
1246	insomma	473860	474323	463	
1247	<inspiration>	474323	474730	407	
1248	di	474730	475133	403	
1249	<eeh>	475133	475637	504	
1250	proibire	475637	476164	527	
1251	il	476164	476208	44	
1252	passaggio	476208	476955	747	
1253	dei	476955	477051	96	
1254	visitatori	477051	477569	518	
1255	quindi	477569	477860	291	
1256	<inspiration>	477860	478090	230	
1257	vi	478090	478160	70	
1258	potete	478160	478478	318	
1259	avvicinare	478478	479286	808	
1260	<inspiration>	479286	479628	342	
1261	così	479628	479962	334	
1262	vedete	479962	480263	301	
1263	meglio	480263	480778	515	
1264	però	480778	481160	382	
1265	<sp>	481160	481431	271	
1266	purtroppo	481431	481956	525	
1267	non	481956	482110	154	
1268	possiamo	482110	482950	840	
1269	non	482950	483130	180	
1270	possiamo	483130	483580	450	
1271	entrare	483580	484090	510	
1272	<inspiration>	484090	484695	605	
1273	<lp>	484695	485230	535	
1274	pur	485230	485728	498	
1275	<breath>	485728	486230	502	
1276	non	486230	486582	352	
1277	<ehm>	486582	487020	438	
1278	avendo	487020	487432	412	
1279	accesso	487432	488240	808	
1280	alla	488240	488476	236	
1281	chiesa	488476	489130	654	
1282	<inspiration>	489130	489560	430	
1283	<ehm>	489560	490879	1319	
1284	<sp>	490879	491033	154	
1285	penso	491033	491386	353	
1286	che	491386	491489	103	
1287	vi	491489	491661	172	
1288	rendiate	491661	492210	549	
1289	conto	492210	492970	760	
1290	dell'enorme	492970	494139	1169	
1291	<eeh>	494139	494560	421	
1292	quantità	494560	495310	750	
1293	<inspiration>	495310	495831	521	
1294	di	495831	496138	307	
1295	splendide	496138	496650	512	
1296	opere	496650	496930	280	
1297	d'arte	496930	497280	350	
1298	che	497280	497374	94	
1299	vi	497374	497460	86	
1300	sono	497460	497670	210	
1301	conse+	497670	498080	410	
1302	conservate	498080	498810	730	
1303	all'interno	498810	499580	770	
1304	<inspiration>	499580	499760	180	
1305	<lp>	499760	500298	538	
1306	<eeh>	500298	501046	748	
1307	<sp>	501046	501282	236	
1308	<unclear>	501282	501915	633	
1309	una<aa>/	501915	502520	605	
1310	un	502520	502630	110	
1311	personaggio	502630	503159	529	
1312	di	503159	503245	86	
1313	cui	503245	503341	96	
1314	parleremo	503341	503800	459	
1315	molto	503800	504170	370	
1316	durante	504170	504500	330	
1317	la	504500	504600	100	
1318	visita	504600	504960	360	
1319	che	504960	505280	320	
1320	<inspiration>	505280	505770	490	
1321	interviene	505770	506360	590	
1322	tantissimo	506360	507040	680	
1323	in	507040	507140	100	
1324	chiesa	507140	507530	390	
1325	ma	507530	507690	160	
1326	anche	507690	507851	161	
1327	in	507851	507940	89	
1328	altri	507940	508258	318	
1329	luoghi	508258	508540	282	
1330	della	508540	508750	210	
1331	Certosa	508750	509135	385	
1332	è	509135	509165	30	
1333	Cosimo	509165	509547	382	
1334	Fanzago	509547	510140	593	
1335	<lp>	510140	510851	711	
1336	<tongue-click>	510851	510940	89	
1337	è	510940	511050	110	
1338	lui	511050	511540	490	
1339	che	511540	511970	430	
1340	<inspiration>	511970	512510	540	
1341	in	512510	512650	140	
1342	qualche	512650	512955	305	
1343	modo	512955	513220	265	
1344	diciamo	513220	513541	321	
1345	così	513541	513790	249	
1346	permettetemi	513790	514380	590	
1347	il	514380	514480	100	
1348	termine	514480	514910	430	
1349	si	514910	515070	160	
1350	inventa	515070	515648	578	
1351	<breath>	515648	515774	126	
1352	<sp>	515774	516063	289	
1353	<tongue-click>	516063	516164	101	
1354	questa<aa>	516164	517262	1098	
1355	<breath>	517262	517590	328	
1356	decorazione	517590	518390	800	
1357	in	518390	518520	130	
1358	marmi<ii>	518520	519069	549	
1359	commessi	519069	519730	661	
1360	questi	519730	519994	264	
1361	marmi	519994	520420	426	
1362	pregiati	520420	521050	630	
1363	di	521050	521140	90	
1364	diverso	521140	521743	603	
1365	<inspiration>	521743	522124	381	
1366	colore	522124	522771	647	
1367	<inspiration>	522771	523026	255	
1368	<ehm>	523026	524177	1151	
1369	diciamo	524177	524804	627	
1370	<inspiration>	524804	525016	212	
1371	<ehm>	525016	525906	890	
1372	messi	525906	526229	323	
1373	in	526229	526305	76	
1374	opera	526305	526660	355	
1375	tra	526660	526760	100	
1376	loro	526760	527160	400	
1377	quasi	527160	527577	417	
1378	ancora	527577	527970	393	
1379	una	527970	528070	100	
1380	volta	528070	528330	260	
1381	permettetemi	528330	528970	640	
1382	il	528970	529211	241	
1383	termine	529211	529601	390	
1384	come	529601	529740	139	
1385	una	529740	529840	100	
1386	sorta	529840	530290	450	
1387	<inspiration>	530290	530583	293	
1388	<eeh>	530583	530916	333	
1389	di	530916	531051	135	
1390	puzzle	531051	531645	594	
1391	<sp>	531645	531889	244	
1392	in	531889	531998	109	
1393	realtà	531998	532533	535	
1394	<inspiration>	532533	532740	207	
1395	i+	532740	532869	129	
1396	*proprio/	532869	533372	503	
1397	nel	533372	533539	167	
1398	particolare	533539	534200	661	
1399	il	534200	534290	90	
1400	pavimento	534290	534835	545	
1401	che	534835	534923	88	
1402	vedete	534923	535300	377	
1403	è	535300	535408	108	
1404	più	535408	535559	151	
1405	tardo	535559	536150	591	
1406	cioè	536150	536445	295	
1407	<eeh>	536445	536784	339	
1408	dopo	536784	537185	401	
1409	che	537185	537554	369	
1410	<eeh>	537554	538069	515	
1411	Fanzago	538069	539080	1011	
1412	<lp>	539080	540014	934	
1413	<tongue-click>	540014	540350	336	
1414	lavora	540350	541118	768	
1415	<inspiration>	541118	541430	312	
1416	per	541430	541631	201	
1417	trent'anni	541631	542490	859	
1418	<sp>	542490	542640	150	
1419	in	542640	542770	130	
1420	realtà	542770	543236	466	
1421	qui	543236	543700	464	
1422	<eeh>	543700	544167	467	
1423	in	544167	544340	173	
1424	certosa	544340	544955	615	
1425	la	544955	545131	176	
1426	sua	545131	545277	146	
1427	opera	545277	545611	334	
1428	viene	545611	545899	288	
1429	con+	545899	546113	214	
1430	<ehm>m	546113	546350	237	
1431	continuata	546350	546910	560	
1432	in	546910	546970	60	
1433	questo	546970	547258	288	
1434	caso	547258	547489	231	
1435	da	547489	547598	109	
1436	Bonaventura	547598	548240	642	
1437	Presti	548240	548730	490	
1438	che	548730	548830	100	
1439	tra	548830	548990	160	
1440	l'altro	548990	549260	270	
1441	era	549260	549370	110	
1442	certosino	549370	550080	710	
1443	<inspiration>	550080	550546	466	
1444	quindi	550546	550785	239	
1445	giocava	550785	551100	315	
1446	in	551100	551240	140	
1447	casa	551240	551700	460	
1448	diciamo<oo>	551700	552370	670	
1449	<inspiration>	552370	552786	416	
1450	diciamo	552786	553110	324	
1451	così	553110	553417	307	
1452	<inspiration>	553417	553684	267	
1453	<lp>	553684	554177	493	
1454	<tongue-click>	554177	554249	72	
1455	e	554249	554499	250	
1456	<eeh>	554499	554751	252	
1457	grazie	554751	555107	356	
1458	a	555107	555140	33	
1459	Fanzago	555140	555990	850	
1460	<inspiration>	555990	556250	260	
1461	<eeh>	556250	556620	370	
1462	la	556620	556730	110	
1463	decorazione	556730	557310	580	
1464	in	557310	557410	100	
1465	marmi	557410	557705	295	
1466	commessi	557705	558230	525	
1467	che	558230	558310	80	
1468	solitamente	558310	558980	670	
1469	veniva	558980	559244	264	
1470	dalla	559244	559430	186	
1471	scuola	559430	559740	310	
1472	fiorentina	559740	560450	710	
1473	era	560450	560909	459	
1474	un<nn>	560909	561430	521	
1475	<inspiration>	561430	561650	220	
1476	disegno	561650	561990	340	
1477	molto	561990	562290	300	
1478	geometrico	562290	562986	696	
1479	molto	562986	563234	248	
1480	più	563234	563413	179	
1481	regolare	563413	564031	618	
1482	in	564031	564054	23	
1483	realtà	564054	564372	318	
1484	esplode	564372	565130	758	
1485	in	565130	565220	90	
1486	decorazioni	565220	565936	716	
1487	più	565936	566092	156	
1488	ispirate	566092	566730	638	
1489	alla<aa>	566730	567350	620	
1490	<sp>	567350	567508	158	
1491	alla	567508	567720	212	
1492	natura	567720	568130	410	
1493	<inspiration>	568130	569179	1049	
1494	oltre	569179	569949	770	
1495	<eeh>	569949	570433	484	
1496	i	570433	570572	139	
1497	marmi	570572	571270	698	
1498	noi	571270	571590	320	
1499	le	571590	571660	70	
1500	possiamo	571660	572090	430	
1501	solo	572090	572290	200	
1502	intravedere	572290	573187	897	
1503	ci	573187	573400	213	
1504	sono	573400	573639	239	
1505	le	573639	573750	111	
1506	cappelle	573750	574460	710	
1507	chiaramente	574460	574950	490	
1508	ogni	574950	575220	270	
1509	cappella	575220	575820	600	
1510	è	575820	575865	45	
1511	dedicata	575865	576322	457	
1512	a	576322	576350	28	
1513	un	576350	576490	140	
1514	santo	576490	577161	671	
1515	i	577161	577410	249	
1516	santi	577410	577920	510	
1517	che	577920	578000	80	
1518	vengono	578000	578330	330	
1519	scelti	578330	578730	400	
1520	non	578730	578860	130	
1521	sono	578860	579170	310	
1522	casuali	579170	579787	617	
1523	<sp>	579787	580151	364	
1524	e	580151	580523	372	
1525	sono<oo>	580523	581060	537	
1526	santi	581060	581580	520	
1527	molto	581580	581930	350	
1528	cari	581930	582160	230	
1529	all'ordine	582160	582710	550	
1530	<inspiration>	582710	583040	330	
1531	San	583040	583230	190	
1532	Martino	583230	583770	540	
1533	<lp>	583770	584230	460	
1534	a	584230	584390	160	
1535	cui	584390	584764	374	
1536	è	584764	584916	152	
1537	dedicata	584916	585340	424	
1538	ovviamente	585340	585830	490	
1539	la	585830	585920	90	
1540	certosa	585920	586326	406	
1541	è	586326	586370	44	
1542	un	586370	586440	70	
1543	santo	586440	586780	340	
1544	francese	586780	587560	780	
1545	<inspiration>	587560	587947	387	
1546	quindi	587947	588250	303	
1547	ricordiamo	588250	588823	573	
1548	l'origine	588823	589360	537	
1549	insomma	589360	589760	400	
1550	della<aa>	589760	590230	470	
1551	della	590230	590450	220	
1552	dinastia	590450	591120	670	
1553	<inspiration>	591120	591550	430	
1554	c'è	591550	591730	180	
1555	San	591730	592040	310	
1556	Bruno	592040	592520	480	
1557	<sp>	592520	592775	255	
1558	ovviamente	592775	593550	775	
1559	per	593550	593670	120	
1560	il	593670	593750	80	
1561	motivo	593750	594280	530	
1562	che	594280	594540	260	
1563	vi	594540	594590	50	
1564	dicevo	594590	595110	520	
1565	prima	595110	595540	430	
1566	<inspiration>	595540	596022	482	
1567	c'è	596022	596230	208	
1568	San	596230	596806	576	
1569	San	596806	597020	214	
1570	S+	597020	597249	229	
1571	San	597249	597437	188	
1572	Giovanni	597437	597763	326	
1573	Battista	597763	598490	727	
1574	<inspiration>	598490	598629	139	
1575	<lp>	598629	599630	1001	
1576	che	599630	600103	473	
1577	<eeh>	600103	600775	672	
1578	è	600775	600929	154	
1579	stato	600929	601260	331	
1580	di	601260	601350	90	
1581	fatto	601350	601685	335	
1582	uno	601685	601879	194	
1583	dei	601879	601990	111	
1584	primi	601990	602270	280	
1585	eremiti	602270	602820	550	
1586	<inspiration>	602820	603589	769	
1587	quindi	603589	604180	591	
1588	<lp>	604180	604788	608	
1589	anche	604788	605023	235	
1590	in	605023	605090	67	
1591	questo	605090	605360	270	
1592	senso	605360	605712	352	
1593	è	605712	605767	55	
1594	importante	605767	606340	573	
1595	per	606340	606450	110	
1596	l'ordine	606450	606860	410	
1597	certosino	606860	607520	660	
1598	<inspiration>	607520	608088	568	
1599	<ehm>	608088	609140	1052	
1600	<eeh>	609140	609655	515	
1601	l'Assunta	609655	610540	885	
1602	la<aa>	610540	611157	617	
1603	<sp>	611157	611415	258	
1604	la	611415	611614	199	
1605	Madonna	611614	612040	426	
1606	i	612040	612080	40	
1607	certosini	612080	612630	550	
1608	erano	612630	612859	229	
1609	molto	612859	613718	859	
1610	<eeh>	613718	614870	1152	
1611	<inspiration>	614870	615120	250	
1612	devoti	615120	615840	720	
1613	<lp>	615840	616311	471	
1614	alla	616311	616568	257	
1615	figura	616568	616993	425	
1616	della<aa>	616993	617600	607	
1617	<inspiration>	617600	617843	243	
1618	della	617843	618047	204	
1619	Madonna	618047	618500	453	
1620	e	618500	618630	130	
1621	non	618630	618780	150	
1622	manca	618780	619220	440	
1623	proprio	619220	619476	256	
1624	la	619476	619563	87	
1625	prima	619563	619773	210	
1626	a	619773	619809	36	
1627	sinistra	619809	620410	601	
1628	<sp>	620410	620633	223	
1629	San	620633	620860	227	
1630	Gennaro	620860	621305	445	
1631	<inspiration>	621305	621652	347	
1632	che	621652	621868	216	
1633	ovviamente	621868	622404	536	
1634	essendo	622404	622748	344	
1635	il	622748	622796	48	
1636	nostro	622796	623140	344	
1637	santo	623140	623450	310	
1638	patrono	623450	624070	620	
1639	<inspiration>	624070	624390	320	
1640	non	624390	624612	222	
1641	manca	624612	625180	568	
1642	non	625180	625330	150	
1643	manca	625330	625740	410	
1644	mai	625740	626000	260	
1645	<inspiration>	626000	626238	238	
1646	potrei	626238	626540	302	
1647	farvi	626540	626860	320	
1648	tanti	626860	627290	430	
1649	nomi	627290	627790	500	
1650	<sp>	627790	627900	110	
1651	dei	627900	628061	161	
1652	pittori	628061	628720	659	
1653	che	628720	628830	110	
1654	sono	628830	629139	309	
1655	intervenuti	629139	629808	669	
1656	scelgo	629808	630260	452	
1657	proprio	630260	630600	340	
1658	uno/	630600	631040	440	
1659	ne	631040	631172	132	
1660	ho	631172	631238	66	
1661	<ehm>	631238	631438	200	
1662	uno	631438	631650	212	
1663	in	631650	631750	100	
1664	particolare	631750	632450	700	
1665	<inspiration>	632450	632820	370	
1666	l'autore	632820	633580	760	
1667	<sp>	633580	633870	290	
1668	diciamo<oo>	633870	634500	630	
1669	l'artista	634500	634990	490	
1670	che	634990	635040	50	
1671	interviene	635040	635550	510	
1672	nella	635550	635780	230	
1673	cappella	635780	636220	440	
1674	di	636220	636310	90	
1675	San	636310	636520	210	
1676	Gennaro	636520	636950	430	
1677	è	636950	637039	89	
1678	Battistello	637039	637640	601	
1679	Caracciolo	637640	638260	620	
1680	<inspiration>	638260	638644	384	
1681	che	638644	638779	135	
1682	è	638779	638832	53	
1683	stato	638832	639354	522	
1684	<inspiration>	639354	639666	312	
1685	<ehm>	639666	641289	1623	
1686	<tongue-click>	641289	641415	126	
1687	questo	641415	641700	285	
1688	pittore	641700	642314	614	
1689	che	642314	642420	106	
1690	più	642420	642633	213	
1691	di	642633	642734	101	
1692	tutti	642734	643250	516	
1693	il	643250	643390	140	
1694	seguace	643390	644210	820	
1695	<inspiration>	644210	644890	680	
1696	l'allievo	644890	645535	645	
1697	non	645535	645700	165	
1698	ufficiale	645700	646351	651	
1699	<laugher>	646351	646522	171	
1700	<inspiration>	646522	646885	363	
1701	<eeh>	646885	647127	242	
1702	di	647127	647260	133	
1703	Caravaggio	647260	648084	824	
1704	a	648084	648450	366	
1705	<sp>	648450	648693	243	
1706	a	648693	648781	88	
1707	Napoli	648781	649380	599	
1708	<inspiration>	649380	649670	290	
1709	solo	649670	649930	260	
1710	che	649930	650133	203	
1711	a	650133	650230	97	
1712	differenza	650230	650791	561	
1713	di	650791	650880	89	
1714	Caravaggio	650880	651440	560	
1715	in	651440	651470	30	
1716	questo	651470	651760	290	
1717	caso	651760	652050	290	
1718	lui	652050	652200	150	
1719	lo	652200	652350	150	
1720	lo	652350	652460	110	
1721	vediamo	652460	652780	320	
1722	lavorare	652780	653190	410	
1723	anche	653190	653420	230	
1724	in	653420	653510	90	
1725	affresco	653510	654070	560	
1726	cosa	654070	654360	290	
1727	che	654360	654576	216	
1728	per	654576	654770	194	
1729	quanto	654770	655088	318	
1730	ne	655088	655159	71	
1731	sappiamo	655159	655640	481	
1732	insomma	655640	656070	430	
1733	<inspiration>	656070	656627	557	
1734	Caravaggio	656627	657340	713	
1735	non	657340	657516	176	
1736	utilizzò	657516	658111	595	
1737	<inspiration>	658111	658385	274	
1738	mai	658385	659000	615	
1739	<lp>	659000	659548	548	
1740	<tongue-click>	659548	659750	202	
1741	quella	659750	659950	200	
1742	tecnica	659950	660557	607	
1743	almeno	660557	660910	353	
1744	per	660910	661070	160	
1745	quanto	661070	661380	310	
1746	ne	661380	661475	95	
1747	sappiamo	661475	662240	765	
1748	<inspiration>	662240	662525	285	
1749	<ehm>	662525	664142	1617	
1750	<inspiration>	664142	664463	321	
1751	<tongue-click>	664463	664551	88	
1752	ad	664551	664680	129	
1753	oggi	664680	665140	460	
1754	per	665140	665370	230	
1755	come	665370	665776	406	
1756	è	665776	666059	283	
1757	la	666059	666244	185	
1758	situazione	666244	666767	523	
1759	degli	666767	666910	143	
1760	studi	666910	667528	618	
1761	<inspiration>	667528	668063	535	
1762	<eeh>	668063	668371	308	
1763	vi	668371	668510	139	
1764	segnalo	668510	669090	580	
1765	inoltre	669090	669540	450	
1766	anche	669540	670180	640	
1767	<lp>	670180	670770	590	
1768	la	670770	670868	98	
1769	balaustrata	670868	671790	922	
1770	prima	671790	672383	593	
1771	dell'altare	672383	673310	927	
1772	dove	673310	673893	583	
1773	ci	673893	674048	155	
1774	sono	674048	674220	172	
1775	anche	674220	674500	280	
1776	degli	674500	674749	249	
1777	inserti	674749	675510	761	
1778	<lp>	675510	675960	450	
1779	in	675960	676180	220	
1780	pietre	676180	676750	570	
1781	<inspiration>	676750	677040	290	
1782	molto	677040	677400	360	
1783	pregiate	677400	677970	570	
1784	come	677970	678300	330	
1785	il	678300	678358	58	
1786	lapislazzulo	678358	679240	882	
1787	<inspiration>	679240	679810	570	
1788	<sp>	679810	679987	177	
1789	e	679987	680224	237	
1790	<sp>	680224	680482	258	
1791	alle	680482	680758	276	
1792	spalle	680758	681490	732	
1793	<lp>	681490	681959	469	
1794	<tongue-click>	681959	682030	71	
1795	l'altare	682030	682700	670	
1796	<lp>	682700	683350	650	
1797	che	683350	683670	320	
1798	<sp>	683670	684080	410	
1799	oddio	684080	684360	280	
1800	a	684360	684420	60	
1801	distanza	684420	684990	570	
