,ANNOTATION_ID,CVE_REF,TIME_SLOT_REF1,TIME_SLOT_REF2,LINGUISTIC_TYPE_REF,TIER_ID,PARENT_REF,annotation
1348,a14505,,ts12358,ts12624,default-lt,Demarcative,,TU
1349,a14506,,ts12635,ts12700,default-lt,Demarcative,,TU
1350,a14507,,ts12701,ts12889,default-lt,Demarcative,,TU
1351,a14508,,ts12929,ts13172,default-lt,Demarcative,,TU
1352,a14509,,ts13173,ts13406,default-lt,Demarcative,,TU
1353,a14510,,ts13407,ts13500,default-lt,Demarcative,,TU
1354,a14511,,ts13502,ts13647,default-lt,Demarcative,,TU
1355,a14512,,ts13648,ts13870,default-lt,Demarcative,,TU
1356,a43438,,ts13879,ts13910,default-lt,Demarcative,,TU
1357,a14513,,ts13922,ts14134,default-lt,Demarcative,,TU
1358,a14514,,ts14142,ts14276,default-lt,Demarcative,,TU
1359,a14515,,ts14277,ts14503,default-lt,Demarcative,,TU
1360,a14516,,ts14506,ts14562,default-lt,Demarcative,,TU
1361,a14517,,ts14571,ts14609,default-lt,Demarcative,,TU
1362,a14518,,ts14610,ts14659,default-lt,Demarcative,,TU
1363,a14519,,ts14660,ts14722,default-lt,Demarcative,,TU
1364,a14520,,ts14723,ts14825,default-lt,Demarcative,,TU
1365,a14521,,ts14826,ts14915,default-lt,Demarcative,,TU
1366,a14522,,ts14917,ts14980,default-lt,Demarcative,,TU
1367,a14523,,ts14981,ts15145,default-lt,Demarcative,,TU
1368,a14524,,ts15146,ts15217,default-lt,Demarcative,,TU
1369,a14525,,ts15222,ts15324,default-lt,Demarcative,,TU
1370,a14526,,ts15332,ts15645,default-lt,Demarcative,,TU
1371,a14527,,ts15659,ts15836,default-lt,Demarcative,,TU
1372,a14528,,ts15837,ts15924,default-lt,Demarcative,,TU
1373,a14529,,ts15925,ts15997,default-lt,Demarcative,,TU
1374,a14530,,ts15998,ts16158,default-lt,Demarcative,,TU
1375,a14531,,ts16159,ts16557,default-lt,Demarcative,,TU
1376,a14532,,ts16558,ts16781,default-lt,Demarcative,,TU
1377,a14533,,ts16782,ts17029,default-lt,Demarcative,,TU
1378,a14534,,ts17032,ts17277,default-lt,Demarcative,,TU
1379,a14535,,ts17278,ts17447,default-lt,Demarcative,,TU
1380,a14536,,ts17448,ts17746,default-lt,Demarcative,,TU
1381,a14537,,ts17747,ts18275,default-lt,Demarcative,,TU
1382,a14538,,ts18297,ts18472,default-lt,Demarcative,,TU
1383,a14539,,ts18474,ts18541,default-lt,Demarcative,,TU
1384,a14540,,ts18545,ts18735,default-lt,Demarcative,,TU
1385,a14541,,ts18736,ts18824,default-lt,Demarcative,,TU
1386,a14542,,ts18825,ts19056,default-lt,Demarcative,,TU
1387,a14543,,ts19057,ts19269,default-lt,Demarcative,,TU
1388,a14544,,ts19270,ts19397,default-lt,Demarcative,,TU
1389,a14545,,ts19399,ts19609,default-lt,Demarcative,,TU
1390,a14546,,ts19610,ts19671,default-lt,Demarcative,,TU
1391,a14547,,ts19673,ts19814,default-lt,Demarcative,,TU
1392,a14548,,ts19815,ts20154,default-lt,Demarcative,,TU
1393,a14549,,ts20163,ts20428,default-lt,Demarcative,,TU
1394,a43439,,ts20436,ts20677,default-lt,Demarcative,,TU
1395,a43440,,ts20678,ts21216,default-lt,Demarcative,,TU
1396,a43441,,ts21217,ts21362,default-lt,Demarcative,,TU
1397,a43442,,ts21367,ts21413,default-lt,Demarcative,,TU
1398,a43443,,ts21419,ts21482,default-lt,Demarcative,,TU
1399,a43444,,ts21486,ts21577,default-lt,Demarcative,,TU
1400,a43445,,ts21622,ts21759,default-lt,Demarcative,,TU
1401,a43446,,ts21760,ts21899,default-lt,Demarcative,,TU
1402,a43447,,ts21908,ts22023,default-lt,Demarcative,,TU
1403,a43448,,ts22024,ts22272,default-lt,Demarcative,,TU
1404,a43449,,ts22281,ts22380,default-lt,Demarcative,,TU
1405,a43450,,ts22403,ts22567,default-lt,Demarcative,,TU
1406,a43451,,ts22571,ts22731,default-lt,Demarcative,,TU
1407,a43452,,ts22734,ts22784,default-lt,Demarcative,,TU
1408,a43453,,ts22794,ts22951,default-lt,Demarcative,,TU
1409,a43454,,ts22952,ts23230,default-lt,Demarcative,,TU
1410,a43455,,ts23233,ts23473,default-lt,Demarcative,,TU
1411,a43456,,ts23483,ts23587,default-lt,Demarcative,,TU
1412,a43457,,ts23597,ts23791,default-lt,Demarcative,,TU
1413,a43458,,ts23792,ts23848,default-lt,Demarcative,,TU
1414,a43459,,ts23854,ts23899,default-lt,Demarcative,,TU
1415,a43460,,ts23949,ts24248,default-lt,Demarcative,,TU
1416,a43461,,ts24249,ts24410,default-lt,Demarcative,,TU
1417,a43462,,ts24491,ts24720,default-lt,Demarcative,,TU
1418,a43463,,ts24721,ts24797,default-lt,Demarcative,,TU
1419,a43464,,ts24829,ts25015,default-lt,Demarcative,,TU
1420,a43465,,ts25016,ts25103,default-lt,Demarcative,,TU
1421,a43466,,ts25112,ts25497,default-lt,Demarcative,,TU
1422,a43467,,ts25506,ts25844,default-lt,Demarcative,,TU
1423,a43468,,ts25849,ts25956,default-lt,Demarcative,,TU
1424,a43469,,ts25965,ts26208,default-lt,Demarcative,,TU
1425,a43470,,ts26211,ts26475,default-lt,Demarcative,,TU
1426,a43471,,ts26480,ts26813,default-lt,Demarcative,,TU
1427,a43472,,ts26819,ts26952,default-lt,Demarcative,,TU
1428,a43473,,ts26953,ts27017,default-lt,Demarcative,,TU
1429,a43474,,ts27030,ts27117,default-lt,Demarcative,,TU
1430,a43475,,ts27132,ts27189,default-lt,Demarcative,,TU
1431,a43476,,ts27197,ts27488,default-lt,Demarcative,,TU
1432,a43477,,ts27503,ts27526,default-lt,Demarcative,,TU
1433,a43478,,ts27527,ts27587,default-lt,Demarcative,,TU
1434,a43479,,ts27588,ts27827,default-lt,Demarcative,,TU
1435,a43480,,ts27828,ts28120,default-lt,Demarcative,,TU
1436,a43481,,ts28121,ts28250,default-lt,Demarcative,,TU
1437,a43482,,ts28266,ts28365,default-lt,Demarcative,,TU
1438,a43483,,ts28366,ts28613,default-lt,Demarcative,,TU
1439,a43484,,ts28614,ts28686,default-lt,Demarcative,,TU
1440,a43485,,ts28687,ts28823,default-lt,Demarcative,,TU
1441,a43486,,ts28824,ts28967,default-lt,Demarcative,,TU
1442,a43487,,ts29025,ts29121,default-lt,Demarcative,,TU
1443,a43488,,ts29122,ts29183,default-lt,Demarcative,,TU
1444,a43489,,ts29189,ts29237,default-lt,Demarcative,,TU
1445,a43490,,ts29250,ts29372,default-lt,Demarcative,,TU
1446,a43491,,ts29382,ts29466,default-lt,Demarcative,,TU
1447,a43492,,ts29467,ts29527,default-lt,Demarcative,,TU
1448,a43493,,ts29530,ts29634,default-lt,Demarcative,,TU
1449,a43494,,ts29641,ts29975,default-lt,Demarcative,,TU
1450,a43495,,ts29976,ts30246,default-lt,Demarcative,,TU
1451,a43496,,ts30255,ts30286,default-lt,Demarcative,,TU
1452,a43497,,ts30314,ts30514,default-lt,Demarcative,,TU
1453,a26220,,ts2,ts27,default-lt,ORT,,Buongiorno
1454,a26221,,ts28,ts32,default-lt,ORT,,a
1455,a26222,,ts33,ts58,default-lt,ORT,,tutti <ii>
1456,a26223,,ts59,ts86,default-lt,ORT,,ragazzi
1457,a26224,,ts87,ts95,default-lt,ORT,,<sp>
1458,a26225,,ts96,ts111,default-lt,ORT,,io<oo>
1459,a26226,,ts112,ts134,default-lt,ORT,,sono
1460,a26227,,ts135,ts166,default-lt,ORT,,Camilla
1461,a26228,,ts167,ts178,default-lt,ORT,,<sp>
1462,a26229,,ts179,ts199,default-lt,ORT,,sono<oo>
1463,a26230,,ts200,ts214,default-lt,ORT,,la
1464,a26231,,ts215,ts241,default-lt,ORT,,storica
1465,a26232,,ts242,ts269,default-lt,ORT,,dell'arte
1466,a26233,,ts270,ts279,default-lt,ORT,,che
1467,a26234,,ts280,ts300,default-lt,ORT,,questa
1468,a26235,,ts301,ts321,default-lt,ORT,,mattina
1469,a26236,,ts322,ts333,default-lt,ORT,,vi
1470,a26237,,ts334,ts371,default-lt,ORT,,accompagnerà
1471,a26238,,ts372,ts403,default-lt,ORT,,attraverso
1472,a26239,,ts404,ts413,default-lt,ORT,,gli
1473,a26240,,ts414,ts435,default-lt,ORT,,ambienti
1474,a26241,,ts436,ts452,default-lt,ORT,,della
1475,a26242,,ts453,ts491,default-lt,ORT,,Certosa<aa>
1476,a26243,,ts492,ts502,default-lt,ORT,,di
1477,a26244,,ts503,ts517,default-lt,ORT,,San
1478,a26245,,ts518,ts544,default-lt,ORT,,Martino
1479,a26246,,ts545,ts559,default-lt,ORT,,<inspiration>
1480,a26247,,ts560,ts569,default-lt,ORT,,Voi
1481,a26248,,ts570,ts581,default-lt,ORT,,la
1482,a26249,,ts582,ts617,default-lt,ORT,,conoscete
1483,a26250,,ts618,ts628,default-lt,ORT,,già
1484,a26251,,ts629,ts643,default-lt,ORT,,<INT>
1485,a26252,,ts644,ts654,default-lt,ORT,,si
1486,a26253,,ts655,ts659,default-lt,ORT,,<INT>
1487,a26254,,ts660,ts665,default-lt,ORT,,più
1488,a26255,,ts666,ts667,default-lt,ORT,,o
1489,a26256,,ts668,ts683,default-lt,ORT,,meno
1490,a26257,,ts684,ts694,default-lt,ORT,,okay
1491,a26258,,ts695,ts704,default-lt,ORT,,<inspiration>
1492,a26259,,ts705,ts728,default-lt,ORT,,perchè
1493,a26260,,ts729,ts732,default-lt,ORT,,<sp>
1494,a26261,,ts733,ts753,default-lt,ORT,,spesso
1495,a26262,,ts754,ts757,default-lt,ORT,,e
1496,a26263,,ts758,ts765,default-lt,ORT,,vol+
1497,a26264,,ts766,ts784,default-lt,ORT,,<eeh>
1498,a26265,,ts785,ts806,default-lt,ORT,,/siete
1499,a26266,,ts807,ts815,default-lt,ORT,,tutti
1500,a26267,,ts816,ts855,default-lt,ORT,,napoletani
1501,a26268,,ts856,ts868,default-lt,ORT,,<INT>
1502,a26269,,ts869,ts887,default-lt,ORT,,Okay
1503,a26270,,ts888,ts895,default-lt,ORT,,<unclear>
1504,a26271,,ts896,ts910,default-lt,ORT,,okay
1505,a26272,,ts911,ts934,default-lt,ORT,,perché
1506,a26273,,ts935,ts978,default-lt,ORT,,solitamente
1507,a26274,,ts979,ts1005,default-lt,ORT,,succede
1508,a26275,,ts1006,ts1016,default-lt,ORT,,<inspiration>
1509,a26276,,ts1017,ts1037,default-lt,ORT,,che<ee>
1510,a26277,,ts1038,ts1062,default-lt,ORT,,anche
1511,a26278,,ts1063,ts1078,default-lt,ORT,,per
1512,a26279,,ts1079,ts1082,default-lt,ORT,,i
1513,a26280,,ts1083,ts1121,default-lt,ORT,,ragazzi<ii>
1514,a26281,,ts1122,ts1158,default-lt,ORT,,napoletani
1515,a26282,,ts1159,ts1181,default-lt,ORT,,spesso
1516,a26283,,ts1182,ts1184,default-lt,ORT,,è
1517,a26284,,ts1185,ts1189,default-lt,ORT,,il
1518,a26285,,ts1190,ts1211,default-lt,ORT,,tipico
1519,a26286,,ts1212,ts1235,default-lt,ORT,,posto
1520,a26287,,ts1236,ts1254,default-lt,ORT,,dove
1521,a26288,,ts1255,ts1265,default-lt,ORT,,ti
1522,a26289,,ts1266,ts1298,default-lt,ORT,,portano
1523,a26290,,ts1299,ts1313,default-lt,ORT,,con
1524,a26291,,ts1314,ts1317,default-lt,ORT,,le
1525,a26292,,ts1318,ts1339,default-lt,ORT,,scuole
1526,a26293,,ts1340,ts1354,default-lt,ORT,,<inspiration>
1527,a26294,,ts1355,ts1369,default-lt,ORT,,e
1528,a26295,,ts1370,ts1373,default-lt,ORT,,a
1529,a26296,,ts1374,ts1398,default-lt,ORT,,volte
1530,a26297,,ts1399,ts1431,default-lt,ORT,,succede
1531,a26298,,ts1432,ts1461,default-lt,ORT,,succede
1532,a26299,,ts1462,ts1471,default-lt,ORT,,<inspiration>
1533,a26300,,ts1472,ts1487,default-lt,ORT,,di<ii>
1534,a26301,,ts1488,ts1506,default-lt,ORT,,non
1535,a26302,,ts1507,ts1535,default-lt,ORT,,tornarci
1536,a26303,,ts1536,ts1554,default-lt,ORT,,non
1537,a26304,,ts1555,ts1572,default-lt,ORT,,dico
1538,a26305,,ts1573,ts1586,default-lt,ORT,,mai
1539,a26306,,ts1587,ts1601,default-lt,ORT,,più
1540,a26307,,ts1602,ts1610,default-lt,ORT,,da
1541,a26308,,ts1611,ts1629,default-lt,ORT,,adulti
1542,a26309,,ts1630,ts1657,default-lt,ORT,,però
1543,a26310,,ts1658,ts1683,default-lt,ORT,,insomma
1544,a26311,,ts1684,ts1699,default-lt,ORT,,con
1545,a26312,,ts1700,ts1714,default-lt,ORT,,non
1546,a26313,,ts1715,ts1743,default-lt,ORT,,tanta<aa>
1547,a26314,,ts1744,ts1775,default-lt,ORT,,attenzione
1548,a26315,,ts1776,ts1798,default-lt,ORT,,allora
1549,a26316,,ts1799,ts1807,default-lt,ORT,,oggi
1550,a26317,,ts1808,ts1815,default-lt,ORT,,è
1551,a26318,,ts1816,ts1860,default-lt,ORT,,l'occasione
1552,a26319,,ts1861,ts1871,default-lt,ORT,,<inspiration>
1553,a26320,,ts1872,ts1882,default-lt,ORT,,<eeh>
1554,a26321,,ts1883,ts1897,default-lt,ORT,,per
1555,a26322,,ts1898,ts1930,default-lt,ORT,,rivedere
1556,a26323,,ts1931,ts1956,default-lt,ORT,,insieme
1557,a26324,,ts1957,ts1972,default-lt,ORT,,delle
1558,a26325,,ts1973,ts1990,default-lt,ORT,,cose
1559,a26326,,ts1991,ts2001,default-lt,ORT,,che
1560,a26327,,ts2002,ts2027,default-lt,ORT,,magari
1561,a26328,,ts2028,ts2065,default-lt,ORT,,conoscete
1562,a26329,,ts2066,ts2083,default-lt,ORT,,o<oo>
1563,a26330,,ts2084,ts2104,default-lt,ORT,,dove
1564,a26331,,ts2105,ts2120,default-lt,ORT,,siete
1565,a26332,,ts2121,ts2145,default-lt,ORT,,stati
1566,a26333,,ts2146,ts2151,default-lt,ORT,,un
1567,a26334,,ts2152,ts2169,default-lt,ORT,,po'<oo>
1568,a26335,,ts2170,ts2184,default-lt,ORT,,un
1569,a26336,,ts2185,ts2193,default-lt,ORT,,po'
1570,a26337,,ts2194,ts2205,default-lt,ORT,,di
1571,a26338,,ts2206,ts2226,default-lt,ORT,,tempo
1572,a26339,,ts2227,ts2237,default-lt,ORT,,fa
1573,a26340,,ts2238,ts2255,default-lt,ORT,,<inspiration>
1574,a26341,,ts2256,ts2275,default-lt,ORT,,la <aa>
1575,a26342,,ts2276,ts2307,default-lt,ORT,,Certosa
1576,a26343,,ts2308,ts2318,default-lt,ORT,,di
1577,a26344,,ts2319,ts2334,default-lt,ORT,,San
1578,a26345,,ts2335,ts2363,default-lt,ORT,,Martino
1579,a26346,,ts2364,ts2377,default-lt,ORT,,qui
1580,a26347,,ts2378,ts2380,default-lt,ORT,,a
1581,a26348,,ts2381,ts2414,default-lt,ORT,,Napoli<ii>
1582,a26349,,ts2415,ts2435,default-lt,ORT,,<ehm>
1583,a26350,,ts2436,ts2445,default-lt,ORT,,<breath>
1584,a26351,,ts2446,ts2456,default-lt,ORT,,ha
1585,a26352,,ts2457,ts2480,default-lt,ORT,,almeno
1586,a26353,,ts2481,ts2496,default-lt,ORT,,due
1587,a26354,,ts2497,ts2518,default-lt,ORT,,anime
1588,a26355,,ts2519,ts2542,default-lt,ORT,,<sp>
1589,a26356,,ts2543,ts2550,default-lt,ORT,,<eeh>
1590,a26357,,ts2551,ts2585,default-lt,ORT,,una<aa>
1591,a26358,,ts2586,ts2604,default-lt,ORT,,<ehm>
1592,a26359,,ts2605,ts2644,default-lt,ORT,,racconta
1593,a26360,,ts2645,ts2652,default-lt,ORT,,la
1594,a26361,,ts2653,ts2674,default-lt,ORT,,storia
1595,a26362,,ts2675,ts2686,default-lt,ORT,,dei
1596,a26363,,ts2687,ts2728,default-lt,ORT,,certosini
1597,a26364,,ts2729,ts2750,default-lt,ORT,,<sp>
1598,a26365,,ts2751,ts2759,default-lt,ORT,,e
1599,a26366,,ts2760,ts2783,default-lt,ORT,,quindi<ii>
1600,a26367,,ts2784,ts2792,default-lt,ORT,,<breath>
1601,a26368,,ts2793,ts2800,default-lt,ORT,,<eeh>
1602,a26369,,ts2801,ts2826,default-lt,ORT,,questa
1603,a26370,,ts2827,ts2847,default-lt,ORT,,storia
1604,a26371,,ts2848,ts2863,default-lt,ORT,,si
1605,a26372,,ts2864,ts2885,default-lt,ORT,,snoda
1606,a26373,,ts2886,ts2920,default-lt,ORT,,attraverso
1607,a26374,,ts2921,ts2947,default-lt,ORT,,quelli
1608,a26375,,ts2948,ts2956,default-lt,ORT,,che
1609,a26376,,ts2957,ts2971,default-lt,ORT,,erano
1610,a26377,,ts2972,ts2985,default-lt,ORT,,gli
1611,a26378,,ts2986,ts3008,default-lt,ORT,,ambienti
1612,a26379,,ts3009,ts3024,default-lt,ORT,,che
1613,a26380,,ts3025,ts3041,default-lt,ORT,,questi
1614,a26381,,ts3042,ts3073,default-lt,ORT,,monaci
1615,a26382,,ts3074,ts3079,default-lt,ORT,,<sp>
1616,a26383,,ts3080,ts3119,default-lt,ORT,,abitavano
1617,a26384,,ts3120,ts3140,default-lt,ORT,,<sp>
1618,a26385,,ts3141,ts3145,default-lt,ORT,,<tongue-click>
1619,a26386,,ts3146,ts3169,default-lt,ORT,,però
1620,a26387,,ts3170,ts3181,default-lt,ORT,,poi
1621,a26388,,ts3182,ts3187,default-lt,ORT,,in
1622,a26389,,ts3188,ts3214,default-lt,ORT,,realtà
1623,a26390,,ts3215,ts3234,default-lt,ORT,,come
1624,a26391,,ts3235,ts3262,default-lt,ORT,,dice<ee>
1625,a26392,,ts3263,ts3281,default-lt,ORT,,la<aa>
1626,a26393,,ts3282,ts3298,default-lt,ORT,,la
1627,a26394,,ts3299,ts3330,default-lt,ORT,,dicitura
1628,a26395,,ts3331,ts3350,default-lt,ORT,,stessa
1629,a26396,,ts3351,ts3361,default-lt,ORT,,del
1630,a26397,,ts3362,ts3383,default-lt,ORT,,museo
1631,a26398,,ts3384,ts3420,default-lt,ORT,,oggiggiorno
1632,a26399,,ts3421,ts3437,default-lt,ORT,,non
1633,a26400,,ts3438,ts3443,default-lt,ORT,,è
1634,a26401,,ts3444,ts3460,default-lt,ORT,,solo
1635,a26402,,ts3461,ts3499,default-lt,ORT,,Certosa
1636,a26403,,ts3500,ts3509,default-lt,ORT,,ma
1637,a26404,,ts3510,ts3513,default-lt,ORT,,è
1638,a26405,,ts3514,ts3526,default-lt,ORT,,anche
1639,a26406,,ts3527,ts3543,default-lt,ORT,,Museo
1640,a26407,,ts3544,ts3574,default-lt,ORT,,nazionale
1641,a26408,,ts3575,ts3585,default-lt,ORT,,<inspiration>
1642,a26409,,ts3586,ts3618,default-lt,ORT,,Significa
1643,a26410,,ts3619,ts3630,default-lt,ORT,,che
1644,a26411,,ts3631,ts3651,default-lt,ORT,,questo
1645,a26412,,ts3652,ts3667,default-lt,ORT,,luogo
1646,a26413,,ts3668,ts3681,default-lt,ORT,,<sp>
1647,a26414,,ts3682,ts3691,default-lt,ORT,,in
1648,a26415,,ts3692,ts3726,default-lt,ORT,,realtà
1649,a26416,,ts3727,ts3728,default-lt,ORT,,a
1650,a26417,,ts3729,ts3752,default-lt,ORT,,partire
1651,a26418,,ts3753,ts3771,default-lt,ORT,,dagli
1652,a26419,,ts3772,ts3780,default-lt,ORT,,anni
1653,a26420,,ts3781,ts3807,default-lt,ORT,,sessanta
1654,a26421,,ts3808,ts3817,default-lt,ORT,,del
1655,a26422,,ts3818,ts3857,default-lt,ORT,,milleottocento
1656,a26423,,ts3858,ts3869,default-lt,ORT,,è
1657,a26424,,ts3870,ts3907,default-lt,ORT,,diventato
1658,a26425,,ts3908,ts3919,default-lt,ORT,,anche
1659,a26426,,ts3920,ts3940,default-lt,ORT,,museo
1660,a26427,,ts3941,ts3950,default-lt,ORT,,<sp>
1661,a26428,,ts3951,ts3954,default-lt,ORT,,<breath>
1662,a26429,,ts3955,ts3966,default-lt,ORT,,e
1663,a26430,,ts3967,ts3975,default-lt,ORT,,<sp>
1664,a26431,,ts3976,ts3986,default-lt,ORT,,<eeh>
1665,a26432,,ts3987,ts4023,default-lt,ORT,,all'epoca<aa>
1666,a26433,,ts4024,ts4029,default-lt,ORT,,<sp>
1667,a26434,,ts4030,ts4045,default-lt,ORT,,<eeh>
1668,a26435,,ts4046,ts4058,default-lt,ORT,,si
1669,a26436,,ts4059,ts4077,default-lt,ORT,,scelse
1670,a26437,,ts4078,ts4083,default-lt,ORT,,il
1671,a26438,,ts4084,ts4102,default-lt,ORT,,Museo
1672,a26439,,ts4103,ts4112,default-lt,ORT,,di
1673,a26440,,ts4113,ts4126,default-lt,ORT,,San
1674,a26441,,ts4127,ts4149,default-lt,ORT,,Martino
1675,a26442,,ts4150,ts4167,default-lt,ORT,,come
1676,a26443,,ts4168,ts4182,default-lt,ORT,,non
1677,a26444,,ts4183,ts4186,default-lt,ORT,,un
1678,a26445,,ts4187,ts4203,default-lt,ORT,,museo
1679,a26446,,ts4204,ts4228,default-lt,ORT,,qualunque
1680,a26447,,ts4229,ts4236,default-lt,ORT,,<breath>
1681,a26448,,ts4237,ts4244,default-lt,ORT,,ma
1682,a26449,,ts4245,ts4262,default-lt,ORT,,come
1683,a26450,,ts4263,ts4266,default-lt,ORT,,un
1684,a26451,,ts4267,ts4286,default-lt,ORT,,luogo
1685,a26452,,ts4287,ts4302,default-lt,ORT,,che
1686,a26453,,ts4303,ts4310,default-lt,ORT,,<sp>
1687,a26454,,ts4311,ts4319,default-lt,ORT,,<eeh>
1688,a26455,,ts4320,ts4354,default-lt,ORT,,doveva<aa>
1689,a26456,,ts4355,ts4360,default-lt,ORT,,<sp>
1690,a26457,,ts4361,ts4370,default-lt,ORT,,<eeh>
1691,a26458,,ts4371,ts4405,default-lt,ORT,,diventare
1692,a26459,,ts4406,ts4415,default-lt,ORT,,di
1693,a26460,,ts4416,ts4429,default-lt,ORT,,fatto
1694,a26461,,ts4430,ts4434,default-lt,ORT,,il
1695,a26462,,ts4435,ts4453,default-lt,ORT,,Museo
1696,a26463,,ts4454,ts4478,default-lt,ORT,,civico
1697,a26464,,ts4479,ts4488,default-lt,ORT,,di
1698,a26465,,ts4489,ts4508,default-lt,ORT,,Napoli
1699,a26466,,ts4509,ts4518,default-lt,ORT,,<sp>
1700,a26467,,ts4519,ts4523,default-lt,ORT,,<inspiration>
1701,a26468,,ts4524,ts4553,default-lt,ORT,,quindi<ii>
1702,a26469,,ts4554,ts4567,default-lt,ORT,,ecco
1703,a26470,,ts4568,ts4593,default-lt,ORT,,spiegate
1704,a26471,,ts4594,ts4614,default-lt,ORT,,delle
1705,a26472,,ts4615,ts4642,default-lt,ORT,,sezioni
1706,a26473,,ts4643,ts4675,default-lt,ORT,,speciali
1707,a26474,,ts4676,ts4706,default-lt,ORT,,dedicate
1708,a26475,,ts4707,ts4719,default-lt,ORT,,ad
1709,a26476,,ts4720,ts4755,default-lt,ORT,,alcune<ee>
1710,a26477,,ts4756,ts4778,default-lt,ORT,,glorie
1711,a26478,,ts4779,ts4792,default-lt,ORT,,<sp>
1712,a26479,,ts4793,ts4804,default-lt,ORT,,<mhh>
1713,a26480,,ts4805,ts4824,default-lt,ORT,,della
1714,a26481,,ts4825,ts4865,default-lt,ORT,,tradizione
1715,a26482,,ts4866,ts4905,default-lt,ORT,,napoletana
1716,a26483,,ts4906,ts4917,default-lt,ORT,,<inspiration>
1717,a26484,,ts4918,ts4926,default-lt,ORT,,Si
1718,a26485,,ts4927,ts4944,default-lt,ORT,,pensi
1719,a26486,,ts4945,ts4960,default-lt,ORT,,per
1720,a26487,,ts4961,ts4988,default-lt,ORT,,esempio<oo>
1721,a26488,,ts4989,ts5006,default-lt,ORT,,alla
1722,a26489,,ts5007,ts5030,default-lt,ORT,,sezione
1723,a26490,,ts5031,ts5068,default-lt,ORT,,presepiale
1724,a26491,,ts5069,ts5079,default-lt,ORT,,<sp>
1725,a26492,,ts5080,ts5095,default-lt,ORT,,dove
1726,a26493,,ts5096,ts5117,default-lt,ORT,,appunto
1727,a26494,,ts5118,ts5136,default-lt,ORT,,sono
1728,a26495,,ts5137,ts5166,default-lt,ORT,,custodite
1729,a26496,,ts5167,ts5174,default-lt,ORT,,<breath>
1730,a26497,,ts5175,ts5204,default-lt,ORT,,alcuni<ii>
1731,a26498,,ts5205,ts5216,default-lt,ORT,,<eeh>
1732,a26499,,ts5217,ts5238,default-lt,ORT,,dei<ii>
1733,a26500,,ts5239,ts5259,default-lt,ORT,,degli
1734,a26501,,ts5260,ts5281,default-lt,ORT,,esempi
1735,a26502,,ts5282,ts5289,default-lt,ORT,,<sp>
1736,a26503,,ts5290,ts5298,default-lt,ORT,,<eeh>
1737,a26504,,ts5299,ts5309,default-lt,ORT,,più
1738,a26505,,ts5310,ts5324,default-lt,ORT,,belli
1739,a26506,,ts5325,ts5333,default-lt,ORT,,di
1740,a26507,,ts5334,ts5360,default-lt,ORT,,questa<aa>
1741,a26508,,ts5361,ts5387,default-lt,ORT,,gloriosa
1742,a26509,,ts5388,ts5401,default-lt,ORT,,per
1743,a26510,,ts5402,ts5427,default-lt,ORT,,l'appunto
1744,a26511,,ts5428,ts5464,default-lt,ORT,,tradizione<ee>
1745,a26512,,ts5465,ts5474,default-lt,ORT,,<sp>
1746,a26513,,ts5475,ts5510,default-lt,ORT,,napoletana
1747,a26514,,ts5511,ts5520,default-lt,ORT,,<sp>
1748,a26515,,ts5521,ts5524,default-lt,ORT,,<tongue-click>
1749,a26516,,ts5525,ts5527,default-lt,ORT,,<sp>
1750,a26517,,ts5528,ts5546,default-lt,ORT,,però
1751,a26518,,ts5547,ts5553,default-lt,ORT,,<sp>
1752,a26519,,ts5554,ts5564,default-lt,ORT,,<eeh>
1753,a26520,,ts5565,ts5575,default-lt,ORT,,<sp>
1754,a26521,,ts5576,ts5592,default-lt,ORT,,oggi
1755,a26522,,ts5593,ts5605,default-lt,ORT,,in
1756,a26523,,ts5606,ts5626,default-lt,ORT,,verità
1757,a26524,,ts5627,ts5637,default-lt,ORT,,<breath>
1758,a26525,,ts5638,ts5648,default-lt,ORT,,più
1759,a26526,,ts5649,ts5658,default-lt,ORT,,che
1760,a26527,,ts5659,ts5669,default-lt,ORT,,su
1761,a26528,,ts5670,ts5686,default-lt,ORT,,questi
1762,a26529,,ts5687,ts5707,default-lt,ORT,,aspetti
1763,a26530,,ts5708,ts5731,default-lt,ORT,,immagini
1764,a26531,,ts5732,ts5733,default-lt,ORT,,e
1765,a26532,,ts5734,ts5755,default-lt,ORT,,memorie
1766,a26533,,ts5756,ts5766,default-lt,ORT,,che
1767,a26534,,ts5767,ts5795,default-lt,ORT,,racconta
1768,a26535,,ts5796,ts5806,default-lt,ORT,,la
1769,a26536,,ts5807,ts5825,default-lt,ORT,,storia
1770,a26537,,ts5826,ts5835,default-lt,ORT,,la
1771,a26538,,ts5836,ts5863,default-lt,ORT,,crescita
1772,a26539,,ts5864,ts5872,default-lt,ORT,,<sp>
1773,a26540,,ts5873,ts5896,default-lt,ORT,,diciamo
1774,a26541,,ts5897,ts5920,default-lt,ORT,,della<aa>
1775,a26542,,ts5921,ts5943,default-lt,ORT,,della
1776,a26543,,ts5944,ts5960,default-lt,ORT,,città
1777,a26544,,ts5961,ts5982,default-lt,ORT,,delle<ee>
1778,a26545,,ts5983,ts5990,default-lt,ORT,,<breath>
1779,a26546,,ts5991,ts6002,default-lt,ORT,,dei
1780,a26547,,ts6003,ts6015,default-lt,ORT,,suoi
1781,a26548,,ts6016,ts6041,default-lt,ORT,,ricordi
