Nr	ORT	Begin Time	End Time	Duration	
927	quanto	355251	355580	329	
928	possibile	355580	356510	930	
929	<inspiration>	356510	356850	340	
930	<ehm>	356850	357743	893	
931	la	357743	357948	205	
932	chiesa	357948	358369	421	
933	dove	358369	358530	161	
934	al	358530	358620	90	
935	momento	358620	359010	390	
936	non	359010	359130	120	
937	possiamo	359130	359588	458	
938	entrare	359588	360177	589	
939	<inspiration>	360177	360420	243	
940	<ehm>	360420	361250	830	
941	<sp>	361250	361400	150	
942	perché	361400	361875	475	
943	a+	361875	362019	144	
944	<ehm>	362022	362256	234	
945	abbiamo	362256	362631	375	
946	a	362631	362690	59	
947	cuore	362690	363340	650	
948	<sp>	363340	363690	350	
949	<ehm>	363690	364139	449	
950	la	364139	364260	121	
951	conservazione	364260	365300	1040	
952	del	365300	365424	124	
953	pavimento	365424	366087	663	
954	che	366087	366160	73	
955	in	366160	366200	40	
956	questo	366200	366510	310	
957	momento	366510	367080	570	
958	è	367080	367226	146	
959	in	367226	367270	44	
960	una	367270	367430	160	
961	fase	367430	367760	330	
962	un	367760	367840	80	
963	po'	367840	368134	294	
964	<inspiration>	368134	368440	306	
965	<ehm>	368440	369701	1261	
966	delicata	369701	370553	852	
967	dobbiamo	370553	370890	337	
968	insomma	370890	371216	326	
969	preservarlo	371216	372070	854	
970	ci	372070	372175	105	
971	dobbiamo	372175	372430	255	
972	accontentare	372430	373400	970	
973	<inspiration>	373400	373750	350	
974	di	373750	373870	120	
975	vederlo<oo>	373870	374476	606	
976	da	374476	374600	124	
977	qui	374600	375150	550	
978	<inspiration>	375150	375486	336	
979	comunque	375486	376060	574	
980	anche	376060	376441	381	
981	in	376441	376529	88	
982	questo	376529	376850	321	
983	modo	376850	377323	473	
984	anche	377323	377638	315	
985	se	377638	377750	112	
986	vi 	377750	377881	131	
987	<ehm>	377881	378042	161	
988	vi	378042	378180	138	
989	potete	378180	378400	220	
990	anche	378400	378610	210	
991	avvicinare	378610	379030	420	
992	un	379030	379140	110	
993	pochettino	379140	379935	795	
994	<sp>	379935	380279	344	
995	<inspiration>	380279	380546	267	
996	<tongue-click>	380546	380670	124	
997	potete	380670	381224	554	
998	intuire	381224	382137	913	
999	<inspiration>	382137	382500	363	
1000	<ehm>	382500	383424	924	
1001	<sp>	383424	383863	439	
1002	la <aa>	383863	384304	441	
1003	la	384304	384417	113	
1004	bellezza	384417	385140	723	
1005	<sp>	385140	385440	300	
1006	di	385440	385590	150	
1007	questo<oo>	385590	386315	725	
1008	di	386315	386430	115	
1009	questo	386430	386810	380	
1010	luogo	386810	387275	465	
1011	<inspiration>	387275	387608	333	
1012	innanzitutto	387608	388277	669	
1013	la	388277	388409	132	
1014	ricchezza	388409	389102	693	
1015	incredibile	389102	390120	1018	
1016	<sp>	390120	390193	73	
1017	di	390193	390303	110	
1018	marmi	390303	390750	447	
1019	commessi	390750	391440	690	
1020	quindi	391440	391741	301	
1021	questo<oo>	391741	392300	559	
1022	<inspiration>	392300	392487	187	
1023	questa	392487	392700	213	
1024	sorta	392700	392990	290	
1025	di	392990	393084	94	
1026	puzzle	393084	393610	526	
1027	<sp>	393610	393760	150	
1028	in	393760	393891	131	
1029	un	393891	393985	94	
1030	certo	393985	394368	383	
1031	senso	394368	394920	552	
1032	<inspiration>	394920	395140	220	
1033	<ehm>	395140	395460	320	
1034	di<ii>	395460	395925	465	
1035	di	395925	396056	131	
1036	marmi	396056	396766	710	
1037	<inspiration>	396766	396993	227	
1038	<ehm>	396993	397599	606	
1039	pregiati	397599	398440	841	
1040	<inspiration>	398440	398750	310	
1041	<ehm>	398750	399089	339	
1042	un	399089	399230	141	
1043	tipo	399230	399527	297	
1044	di	399527	399640	113	
1045	lavorazione	399640	400550	910	
1046	che	400550	400892	342	
1047	<tongue-click>	400892	401050	158	
1048	<ehm>	401050	401247	197	
1049	a	401247	401370	123	
1050	Napoli	401370	402211	841	
1051	<ehm>	402211	403323	1112	
1052	diciamo<oo>	403323	404127	804	
1053	<inspiration>	404127	404390	263	
1054	<eeh>	404390	405423	1033	
1055	diventerà	405423	406240	817	
1056	quella	406240	406543	303	
1057	poi	406543	406833	290	
1058	più<uu>	406833	407404	571	
1059	di	407404	407522	118	
1060	moda	407522	407933	411	
1061	in	407933	408017	84	
1062	un	408017	408110	93	
1063	certo	408110	408419	309	
1064	senso	408419	408766	347	
1065	grazie	408766	409122	356	
1066	all'intervento	409122	409890	768	
1067	di	409890	409970	80	
1068	Cosimo	409970	410369	399	
1069	Fanzago	410369	411128	759	
1070	<inspiration>	411128	411510	382	
1071	<ehm>	411510	412224	714	
1072	<sp>	412224	413011	787	
1073	marmoraro	413011	413890	879	
1074	e<ee>	413890	414328	438	
1075	architetto	414328	415324	996	
1076	<inspiration>	415324	415709	385	
1077	di	415709	415880	171	
1078	origine	415880	416550	670	
1079	<sp>	416550	417114	564	
1080	bergamasca	417114	418170	1056	
1081	<sp>	418170	418530	360	
1082	quindi<ii>	418530	419100	570	
1083	dal	419100	419270	170	
1084	Nord	419270	419746	476	
1085	che	419746	419821	75	
1086	però	419821	420063	242	
1087	passa	420063	420390	327	
1088	tutta	420390	420640	250	
1089	la	420640	420730	90	
1090	sua	420730	420890	160	
1091	vita	420890	421150	260	
1092	vive	421150	421340	190	
1093	e	421340	421370	30	
1094	lavora	421370	421750	380	
1095	qui	421750	422090	340	
1096	<sp>	422090	422211	121	
1097	<noise>	422211	422303	92	
1098	a	422303	422370	67	
1099	Napoli	422370	422960	590	
1100	<sp>	422960	423014	54	
1101	<noise>	423014	423069	55	
1102	e	423069	423192	123	
1103	in	423192	423360	168	
1104	particolare	423360	423990	630	
1105	in	423990	424100	110	
1106	Certosa	424100	424860	760	
1107	<inspiration>	424860	425180	320	
1108	<ehm>	425180	425519	339	
1109	lavora	425519	426052	533	
1110	u+	426052	426251	199	
1111	circa	426251	426582	331	
1112	un	426582	426677	95	
1113	trent'anni	426677	427370	693	
1114	dagli	427370	427630	260	
1115	an+	427630	427781	151	
1116	<sp>	427781	427949	168	
1117	<ehm>	427949	428005	56	
1118	dagli	428005	428255	250	
1119	anni	428255	428470	215	
1120	Venti	428470	428960	490	
1121	<tongue-click>	428960	429190	230	
1122	in	429190	429379	189	
1123	poi	429379	429800	421	
1124	<inspiration>	429800	430300	500	
1125	<ehm>	430300	430720	420	
1126	in	430720	430862	142	
1127	realtà	430862	431381	519	
1128	i	431381	431510	129	
1129	ma<aa>rmi	431510	431910	400	
1130	che	431910	432028	118	
1131	qui	432028	432210	182	
1132	vedete	432210	432579	369	
1133	vengono	432579	433280	701	
1134	<tongue-click>	433280	433539	259	
1135	lavorati	433539	434266	727	
1136	vengono<oo> /	434266	434920	654	
1137	la	434920	435032	112	
1138	chiesa	435032	435499	467	
1139	viene	435499	435705	206	
1140	completata	435705	436450	745	
1141	in	436450	436623	173	
1142	seguito	436623	437415	792	
1143	<inspiration>	437415	437854	439	
1144	<ehm>	437854	438245	391	
1145	e	438245	438394	149	
1146	all'interno	438394	439230	836	
1147	la	439230	439330	100	
1148	decorazione	439330	439966	636	
1149	non	439966	440095	129	
1150	è	440095	440160	65	
1151	solamente	440160	440830	670	
1152	di	440830	440950	120	
1153	tipo	440950	441400	450	
1154	marmoreo	441400	442120	720	
1155	come	442120	442302	182	
1156	potete	442302	442600	298	
1157	vedere	442600	443077	477	
1158	<inspiration>	443077	443340	263	
1159	ma	443340	443755	415	
1160	<sp>	443755	443832	77	
1161	<ehm>	443832	444283	451	
1162	nelle	444283	444536	253	
1163	cappelle	444536	445221	685	
1164	per	445221	445330	109	
1165	esempio	445330	445850	520	
1166	abbiamo<oo>	445850	446647	797	
1167	<ehm>	446647	446978	331	
1168	<breath>	446978	447148	170	
1169	<sp>	447148	447470	322	
1170	cioè	447470	447793	323	
1171	c'è	447793	448011	218	
1172	stato	448011	448335	324	
1173	l'intervento	448335	448935	600	
1174	di	448935	449020	85	
1175	alcuni	449020	449345	325	
1176	dei	449345	449447	102	
1177	pittori<ii>	449447	449990	543	
1178	maggiori	449990	450703	713	
1179	<inspiration>	450703	451020	317	
1180	<ehm>	451020	451187	167	
1181	del	451187	451304	117	
1182	Seicento	451304	451780	476	
1183	e	451780	451820	40	
1184	del	451820	451970	150	
1185	Settecento<oo>	451970	452845	875	
1186	napoletano	452845	453542	697	
1187	<inspiration>	453542	453732	190	
1188	la	453732	453823	91	
1189	prima	453823	454075	252	
1190	cappella	454075	454455	380	
1191	a	454455	454492	37	
1192	sinistra	454492	455096	604	
1193	per	455096	455210	114	
1194	esempio	455210	455573	363	
1195	è	455573	455600	27	
1196	stata<aa>	455600	456081	481	
1197	<ehm>	456081	456157	76	
1198	decorata	456157	456730	573	
1199	da	456730	456815	85	
1200	Battistello	456815	457460	645	
1201	Caracciolo	457460	458104	644	
1202	<inspiration>	458104	458333	229	
1203	<sp>	458333	458875	542	
1204	<noise>	458875	458958	83	
1205	che	458958	459084	126	
1206	è	459084	459181	97	
1207	stato<oo>	459181	459907	726	
1208	<inspiration>	459907	460200	293	
1209	diciamo	460200	460700	500	
1210	l'allievo	460700	461300	600	
1211	non	461300	461486	186	
1212	ufficia<aa>le	461486	462253	767	
1213	<inspiration>	462253	462554	301	
1214	<ehm>	462554	463100	546	
1215	di<ii>	463100	463400	300	
1216	Carava<aa>ggio	463400	464120	720	
1217	a	464120	464236	116	
1218	Napoli	464236	464758	522	
1219	colui	464758	465110	352	
1220	che	465110	465262	152	
1221	lo	465262	465384	122	
1222	ha	465384	465541	157	
1223	più	465541	465796	255	
1224	di	465796	465917	121	
1225	tutti /	465917	466520	603	
1226	<inspiration>	466520	466786	266	
1227	<ehm>	466786	468402	1616	
1228	più	468402	468565	163	
1229	di 	468565	468654	89	
1230	tutti	468654	468859	205	
1231	ha	468859	468884	25	
1232	saputo	468884	469351	467	
1233	come	469351	469570	219	
1234	dire<ee>	469570	470020	450	
1235	<inspiration>	470020	470256	236	
1236	<ehm>	470256	470574	318	
1237	interpretare	470574	471413	839	
1238	ha	471413	471446	33	
1239	saputo	471446	472250	804	
1240	<sp>	472250	472428	178	
1241	<ehm>	472428	473420	992	
1242	fare	473420	473735	315	
1243	<sp>	473735	473858	123	
1244	<ehm>	473858	474210	352	
1245	far	474210	474400	190	
1246	teso<oo>ro	474400	474991	591	
1247	<sp>	474991	475240	249	
1248	del<ll>	475240	475670	430	
1249	della	475670	475980	310	
1250	sua<aa>	475980	476462	482	
1251	della	476462	476688	226	
1252	sua	476688	476840	152	
1253	lezione	476840	477460	620	
1254	anche	477460	477768	308	
1255	se	477768	477870	102	
1256	qui	477870	478040	170	
1257	lo	478040	478140	100	
1258	vediamo	478140	478534	394	
1259	lavorare	478534	478890	356	
1260	anche	478890	479126	236	
1261	in	479126	479180	54	
1262	affresco	479180	479710	530	
1263	<inspiration>	479710	479973	263	
1264	e	479973	480042	69	
1265	Caravaggio	480042	480760	718	
1266	<sp>	480760	481085	325	
1267	a	481085	481210	125	
1268	quanto	481210	481613	403	
1269	ne	481613	481690	77	
1270	sappiamo	481690	482362	672	
1271	<inspiration>	482362	482673	311	
1272	in	482673	482756	83	
1273	affresco	482756	483448	692	
1274	non<nn>	483448	483840	392	
1275	lavorava	483840	484428	588	
1276	quindi	484428	484710	282	
1277	una	484710	484880	170	
1278	chie+ 	484880	485242	362	
1279	una<aa>	485242	485570	328	
1280	cappella	485570	485990	420	
1281	dedicata	485990	486321	331	
1282	a	486321	486345	24	
1283	San	486345	486663	318	
1284	Gennaro	486663	487290	627	
1285	<sp>	487290	487471	181	
1286	il	487471	487600	129	
1287	nostro	487600	487960	360	
1288	santo	487960	488280	320	
1289	patrono	488280	488750	470	
1290	quindi	488750	488960	210	
1291	non	488960	489110	150	
1292	può	489110	489244	134	
1293	mancare	489244	490000	756	
1294	<inspiration>	490000	490428	428	
1295	una	490428	490685	257	
1296	cappella	490685	491170	485	
1297	dedicata	491170	491704	534	
1298	a	491704	491760	56	
1299	San	491760	492090	330	
1300	Bruno	492090	492630	540	
1301	che	492630	492780	150	
1302	vi	492780	492900	120	
1303	ho	492900	492918	18	
1304	detto	492918	493230	312	
1305	è	493230	493243	13	
1306	una	493243	493340	97	
1307	sorta	493340	493653	313	
1308	di	493653	493730	77	
1309	evergreen	493730	494220	490	
1310	e	494220	494268	48	
1311	naturalmente	494268	494812	544	
1312	in	494812	494930	118	
1313	Certosa	494930	495333	403	
1314	essendo	495333	495720	387	
1315	il	495720	495743	23	
1316	fondatore	495743	496350	607	
1317	dell'Ordine	496350	497094	744	
1318	<inspiration>	497094	497370	276	
1319	una	497370	497515	145	
1320	cappella	497515	498025	510	
1321	dedicata	498025	498524	499	
1322	all'Assunta	498524	499450	926	
1323	<inspiration>	499450	499750	300	
1324	<ehm>	499750	500632	882	
1325	una	500632	500809	177	
1326	cappella	500809	501288	479	
1327	per	501288	501380	92	
1328	esempio	501380	501730	350	
1329	dedica<aa>ta	501730	502510	780	
1330	<inspiration>	502510	502770	260	
1331	<ehm>	502770	502978	208	
1332	a	502978	503073	95	
1333	San	503073	503350	277	
1334	Martino	503350	504007	657	
1335	<sp>	504007	504724	717	
1336	che	504724	504883	159	
1337	è	504883	505072	189	
1338	<sp>	505072	505265	193	
1339	il	505265	505351	86	
1340	santo	505351	505950	599	
1341	di	505950	506040	90	
1342	fatto	506040	506409	369	
1343	a	506409	506447	38	
1344	cui	506447	506642	195	
1345	è	506642	506676	34	
1346	dedicata	506676	507176	500	
1347	la	507176	507256	80	
1348	Certosa	507256	507750	494	
1349	santo	507750	508056	306	
1350	francese	508056	508850	794	
1351	<sp>	508850	509018	168	
1352	se	509018	509118	100	
1353	pensate	509118	509911	793	
1354	a	509911	510100	189	
1355	questa<aa>	510100	510730	630	
1356	piccola	510730	511057	327	
1357	informazione	511057	511730	673	
1358	è	511730	511814	84	
1359	ovvio	511814	512390	576	
1360	visto	512390	512852	462	
1361	che	512852	513106	254	
1362	<inspiration>	513106	513594	488	
1363	<sp>	513594	514033	439	
1364	a	514033	514088	55	
1365	capo	514088	514788	700	
1366	insomma	514788	515266	478	
1367	sul	515266	515482	216	
1368	trono	515482	515916	434	
1369	napoletano	515916	516612	696	
1370	c'erano	516612	516975	363	
1371	dei	516975	517070	95	
1372	sovrani	517070	517510	440	
1373	di	517510	517610	100	
1374	origine	517610	517980	370	
1375	francese	517980	518499	519	
1376	<inspiration>	518499	518734	235	
1377	e	518734	518799	65	
1378	poi	518799	519180	381	
1379	<ehm>	519180	519390	210	
1380	c'è	519390	519600	210	
1381	anche	519600	519837	237	
1382	una<aa>	519837	520284	447	
1383	<ehm>	520284	520495	211	
1384	una	520495	520593	98	
1385	cappella	520593	520993	400	
1386	dedicata	520993	521452	459	
1387	a	521452	521482	30	
1388	San	521482	521771	289	
1389	Giovanni	521771	522099	328	
1390	Battista	522099	522840	741	
1391	<inspiration>	522840	523319	479	
1392	che	523319	523552	233	
1393	in	523552	523730	178	
1394	fondo	523730	524363	633	
1395	è	524363	524427	64	
1396	stato	524427	524740	313	
1397	il	524740	524792	52	
1398	primo	524792	525134	342	
1399	eremita	525134	525705	571	
1400	<sp>	525705	526071	366	
1401	e	526071	526143	72	
1402	quindi	526143	526470	327	
1403	anche	526470	526741	271	
1404	in	526741	526835	94	
1405	questo	526835	527176	341	
1406	senso	527176	527815	639	
1407	<inspiration>	527815	528250	435	
1408	<ehm>	528250	528528	278	
1409	è	528528	528585	57	
1410	molto	528585	528971	386	
1411	caro	528971	529500	529	
1412	<tongue-click>	529500	529629	129	
1413	ai	529629	529720	91	
1414	Certosini	529720	530490	770	
1415	quindi	530490	530789	299	
1416	come	530789	531012	223	
1417	sempre	531012	531674	662	
1418	<inspiration>	531674	531890	216	
1419	la	531890	532057	167	
1420	decorazione<ee>	532057	533299	1242	
1421	<inspiration>	533299	533521	222	
1422	<ehm>	533521	533932	411	
1423	il	533932	533984	52	
1424	prog+ /	533984	534264	280	
1425	il	534264	534294	30	
1426	cosiddetto	534294	534804	510	
1427	programma	534804	535330	526	
1428	iconografico	535330	536177	847	
1429	di	536177	536250	73	
1430	una	536250	536430	180	
1431	chiesa<aa>	536430	537410	980	
1432	ma<aa>	537410	538234	824	
1433	anche	538234	538610	376	
1434	di	538610	538680	70	
1435	un	538680	538820	140	
1436	palazzo	538820	539460	640	
1437	e	539460	539516	56	
1438	quant'altro	539516	540160	644	
1439	non	540160	540316	156	
1440	è	540316	540371	55	
1441	mai	540371	540680	309	
1442	casuale	540680	541304	624	
1443	ma	541304	541510	206	
1444	è	541510	541705	195	
1445	figlio	541705	542480	775	
1446	<inspiration>	542480	542819	339	
1447	<ehm>	542819	543116	297	
1448	del	543116	543277	161	
1449	contesto	543277	543810	533	
1450	in	543810	543962	152	
1451	cui<ii>	543962	544390	428	
1452	si	544390	544540	150	
1453	trova	544540	544940	400	
1454	<inspiration>	544940	545312	372	
1455	sulla<aa> /	545312	546000	688	
1456	<ehm>	546000	546348	348	
1457	nel 	546348	546566	218	
1458	soff+ 	546566	546998	432	
1459	sul	546998	547180	182	
1460	soffitto	547180	547918	738	
1461	che	547918	548030	112	
1462	noi	548030	548305	275	
1463	<eeh>	548305	548440	135	
1464	<sp>	548440	548480	40	
1465	oggi	548480	549010	530	
1466	<sp>	549010	549482	472	
1467	<tongue-click>	549482	549550	68	
1468	appunto	549550	550016	466	
1469	non	550016	550120	104	
1470	possiamo	550120	550560	440	
1471	vedere<ee>	550560	551138	578	
1472	molto	551138	551481	343	
1473	bene	551481	552060	579	
1474	<inspiration>	552060	552302	242	
1475	che 	552302	552420	118	
1476	dobbiamo	552420	552813	393	
1477	solo	552813	553050	237	
1478	intuire	553050	553794	744	
1479	<inspiration>	553794	554195	401	
1480	<ehm>	554195	554459	264	
1481	interviene	554459	555108	649	
1482	uno	555108	555287	179	
1483	dei	555287	555387	100	
1484	più	555387	555560	173	
1485	grandi	555560	555940	380	
1486	pittori<ii>	555940	556560	620	
1487	barocchi	556560	557290	730	
1488	<inspiration>	557290	557520	230	
1489	del	557520	557632	112	
1490	Seicento	557632	558306	674	
1491	Giovanni<ii>	558306	559153	847	
1492	Giovanni	559153	559600	447	
1493	Lanfranco	559600	560413	813	
1494	<inspiration>	560413	560720	307	
1495	che	560720	560840	120	
1496	qui	560840	561300	460	
1497	<sp>	561300	561521	221	
1498	<ehm>	561521	561804	283	
1499	da	561804	561961	157	
1500	una	561961	562090	129	
1501	parte	562090	562429	339	
1502	è	562429	562470	41	
1503	costretto	562470	563313	843	
1504	diciamo<oo>	563313	564090	777	
1505	a	564090	564544	454	
1506	<ehm>	564544	565100	556	
1507	fare	565100	565440	340	
1508	i	565440	565530	90	
1509	conti	565530	566275	745	
1510	con<nn>	566275	566997	722	
1511	la	566997	567170	173	
1512	struttura	567170	567860	690	
1513	stessa	567860	568683	823	
1514	<sp>	568683	569410	727	
1515	<ehm>	569410	569666	256	
1516	del<ll>	569666	570171	505	
1517	del	570171	570329	158	
1518	soffitto	570329	571322	993	
1519	<inspiration>	571322	571760	438	
1520	ma	571760	572020	260	
1521	allo	572020	572305	285	
1522	stesso	572305	572720	415	
1523	tempo	572720	573299	579	
1524	inventa	573299	573981	682	
1525	un	573981	574088	107	
1526	sistema	574088	574688	600	
1527	per	574688	574830	142	
1528	il	574830	574990	160	
1529	quale	574990	575568	578	
1530	<inspiration>	575568	575850	282	
1531	<ehm>	575850	575919	69	
1532	noi	575919	576109	190	
1533	riusciamo	576109	576570	461	
1534	ad	576570	576700	130	
1535	avere	576700	576980	280	
1536	una	576980	577175	195	
1537	visione	577175	577750	575	
1538	diretta	577750	578323	573	
1539	di	578323	578470	147	
1540	Paradiso	578470	579140	670	
1541	<sp>	579140	579236	96	
1542	quindi	579236	579585	349	
1543	questo	579585	579866	281	
1544	soffitto	579866	580358	492	
1545	in	580358	580392	34	
1546	realtà/	580392	580964	572	
1547	<inspiration>	580964	581230	266	
1548	<ehm>	581230	581519	289	
1549	se	581519	581694	175	
1550	potete	581694	582052	358	
1551	vedere	582052	582436	384	
1552	appunto	582436	582860	424	
1553	gli	582860	582990	130	
1554	squarci	582990	583560	570	
1555	di	583560	583660	100	
1556	azzurro	583660	584290	630	
1557	che	584290	584390	100	
1558	compaiono	584390	585130	740	
1559	di	585130	585240	110	
1560	qua	585240	585500	260	
1561	e	585500	585560	60	
1562	di	585560	585731	171	
1563	là	585731	585930	199	
1564	<inspiration>	585930	586250	320	
1565	<ehm>	586250	587395	1145	
1566	la	587395	587491	96	
1567	pittura	587491	587904	413	
1568	di	587904	587990	86	
1569	Lanfranco	587990	588584	594	
1570	di	588584	588660	76	
1571	fatto	588660	588980	320	
1572	<ff>finge	588980	589670	690	
1573	che	589670	589843	173	
1574	un	589843	589922	79	
1575	soffitto	589922	590553	631	
1576	non<nn>	590553	591573	1020	
1577	non	591573	591730	157	
1578	ci	591730	591865	135	
1579	sia	591865	592110	245	
1580	affatto	592110	592820	710	
1581	<inspiration>	592820	593082	262	
1582	e	593082	593160	78	
1583	quindi	593160	593750	590	
1584	<inspiration>	593750	593956	206	
1585	<ehm>	593956	594202	246	
1586	in	594202	594317	115	
1587	maniera	594317	594811	494	
1588	illusionistica	594811	595722	911	
1589	possiamo	595722	596250	528	
1590	direttamente	596250	597019	769	
1591	guardare	597019	597804	785	
1592	<inspiration>	597804	598110	306	
1593	Cristo	598110	598607	497	
1594	nella	598607	598850	243	
1595	sua<aa>	598850	599371	521	
1596	gloria	599371	600090	719	
1597	<tongue-click>	600090	600410	320	
1598	<eeh>	600410	600460	50	
1599	d'angeli	600460	601180	720	
1600	<sp>	601180	601830	650	
1601	<tongue-click>	601830	601911	81	
1602	ultima<aa>	601911	602870	959	
1603	<tongue-click>	602870	602972	102	
1604	cosa	602972	603330	358	
1605	che	603330	603443	113	
1606	vi	603443	603580	137	
1607	vorrei	603580	603844	264	
1608	presentare	603844	604620	776	
1609	<inspiration>	604620	604873	253	
1610	è	604873	605070	197	
1611	anche	605070	605600	530	
1612	l'altare	605600	606310	710	
1613	<sp>	606310	606675	365	
1614	<breath>	606675	607597	922	
1615	secondo	607597	607973	376	
1616	voi	607973	608134	161	
1617	di	608134	608230	96	
1618	che	608230	608346	116	
1619	materiale	608346	608920	574	
1620	è	608920	609024	104	
1621	INT	609024	612060	3036	
1622	<vocal>	612060	612190	130	
1623	<sp>	612190	612390	200	
1624	però	612390	612664	274	
1625	eri	612664	612780	116	
1626	preparato	612780	613510	730	
1627	INT	613510	614730	1220	
1628	<laugh>	614730	615232	502	
1629	perché	615232	615525	293	
1630	è	615525	615580	55	
1631	difficile	615580	616250	670	
1632	che	616250	616428	178	
1633	un alta<aa>re	616428	617200	772	
1634	in	617200	617244	44	
1635	una	617244	617420	176	
1636	Chiesa	617420	617740	320	
1637	così	617740	617982	242	
1638	ricca	617982	618372	390	
1639	poi	618372	618659	287	
1640	effettivamente	618659	619449	790	
1641	rimanga<aa>	619449	620142	693	
1642	<inspiration>	620142	620410	268	
1643	<ehm>	620410	620790	380	
1644	di	620790	620935	145	
1645	legno	620935	621548	613	
1646	<inspiration>	621548	621751	203	
1647	qui	621751	622111	360	
1648	abbiamo 	622111	622389	278	
1649	ve	622389	622490	101	
1650	l'ho	622490	622637	147	
1651	raccontato	622637	623310	673	
1652	insomma	623310	623560	250	
1653	una	623560	623650	90	
1654	provvisione	623650	624160	510	
1655	di	624160	624260	100	
1656	marmi	624260	624524	264	
1657	pregiati	624524	625141	617	
1658	pietre	625141	625460	319	
1659	dure	625460	625804	344	
1660	lapislazzuli	625804	626530	726	
1661	e	626530	626560	30	
1662	così	626560	626811	251	
1663	via	626811	627100	289	
1664	che	627100	627248	148	
1665	è	627248	627370	122	
1666	strano	627370	627870	500	
1667	che	627870	627957	87	
1668	poi	627957	628190	233	
1669	effettivamente	628190	629180	990	
1670	<inspiration>	629180	629590	410	
1671	<ehm>	629590	630813	1223	
1672	l'altare<ee>	630813	631740	927	
1673	<sp>	631740	632173	433	
1674	rimanga	632173	632870	697	
1675	di	632870	632950	80	
1676	un	632950	632980	30	
1677	materiale	632980	633660	680	
1678	così	633660	634014	354	
1679	poco<oo>	634014	634820	806	
1680	nobile	634820	635436	616	
1681	<sp>	635436	635616	180	
1682	in	635616	635830	214	
1683	effetti	635830	636318	488	
1684	questa	636318	636670	352	
1685	volta	636670	637122	452	
1686	questo	637122	637468	346	
1687	è	637468	637494	26	
1688	il	637494	637608	114	
1689	caso	637608	638082	474	
1690	<inspiration>	638082	638410	328	
1691	e	638410	638540	130	
1692	fu	638540	638730	190	
1693	disegnato	638730	639523	793	
1694	da	639523	639800	277	
1695	<sp>	639800	639889	89	
1696	<vocal>	639889	639911	22	
1697	Solimena	639911	640610	699	
1698	quindi	640610	640964	354	
1699	grande	640964	641530	566	
1700	<inspiration>	641530	641840	310	
1701	<ehm>	641840	642070	230	
1702	architetto	642070	643040	970	
1703	e	643040	643130	90	
1704	pitto<oo>re	643130	643977	847	
1705	a	643977	644080	103	
1706	cavallo	644080	644710	630	
1707	tra	644710	644880	170	
1708	Seicento	644880	645624	744	
1709	e	645624	645720	96	
1710	Settecento	645720	646720	1000	
1711	<inspiration>	646720	647011	291	
1712	e	647011	647319	308	
1713	<sp>	647319	647445	126	
1714	anche	647445	647982	537	
1715	gli	647982	648090	108	
1716	angeli<ii>	648090	648900	810	
1717	<sp>	648900	649110	210	
1718	<ehm>	649110	649700	590	
1719	che	649700	649797	97	
1720	vedete<ee>	649797	650671	874	
1721	<ehm>	650671	650980	309	
1722	ai	650980	651190	210	
1723	lati	651190	651570	380	
1724	degli	651570	651810	240	
1725	altari	651810	652493	683	
1726	anche	652493	652760	267	
1727	qu+	652760	652911	151	
1728	<unclear>	652911	653177	266	
1729	anche	653177	653400	223	
1730	questo	653400	653680	280	
1731	sai	653680	653960	280	
1732	di	653960	654100	140	
1733	che	654100	654230	130	
1734	cosa	654230	654470	240	
1735	sono	654470	654920	450	
1736	<inspiration>	654920	655255	335	
1737	INT	655255	657130	1875	
1738	<laugh>	657130	657466	336	
1739	INT	657466	658262	796	
1740	no	658262	658563	301	
1741	allora	658563	658960	397	
1742	questa	658960	659400	440	
1743	semb+ /	659400	659783	383	
1744	finge	659783	660186	403	
1745	il	660186	660280	94	
1746	metallo	660280	661040	760	
1747	finge	661040	661411	371	
1748	l'argento	661411	662049	638	
1749	<inspiration>	662049	662290	241	
1750	ma	662290	662388	98	
1751	è	662388	662489	101	
1752	cartapesta	662489	663260	771	
1753	<sp>	663260	664158	898	
1754	<tongue-click>	664158	664219	61	
1755	quindi	664219	664440	221	
1756	anche	664440	664700	260	
1757	in	664700	664750	50	
1758	questo	664750	665080	330	
1759	caso	665080	665470	390	
1760	<inspiration>	665470	665740	270	
1761	un	665740	665870	130	
1762	materiale	665870	666630	760	
1763	povero	666630	667150	520	
1764	<inspiration>	667150	667550	400	
1765	l'artista	667550	668220	670	
1766	che	668220	668390	170	
1767	li	668390	668563	173	
1768	realizzò	668563	669160	597	
1769	è	669160	669276	116	
1770	Giuseppe	669276	669733	457	
1771	Sanmartino	669733	670520	787	
1772	<sp>	670520	670651	131	
1773	non	670651	670778	127	
1774	so	670778	670925	147	
1775	se	670925	671036	111	
1776	conoscete	671036	671570	534	
1777	il	671570	671630	60	
1778	nome	671630	671866	236	
1779	è	671866	671900	34	
1780	colui/	671900	672410	510	
1781	<vocal>	672410	672524	114	
1782	passa	672524	672865	341	
1783	per	672865	673100	235	
1784	per	673100	673312	212	
1785	i	673312	673430	118	
1786	più /	673430	673839	409	
1787	<sp>	673839	674030	191	
1788	<ehm>	674030	674768	738	
1789	colui	674768	675161	393	
1790	che	675161	675240	79	
1791	ha	675240	675468	228	
1792	realizzato	675468	676160	692	
1793	il	676160	676240	80	
1794	Cristo	676240	676567	327	
