,ANNOTATION_ID,Begin Time,End Time,Nr,ORT
638,a30845,242352.0,242960.0,620,diciamo
639,a30846,242960.0,243110.0,621,che
640,a30847,243110.0,243250.0,622,le
641,a30848,243250.0,243440.0,623,due
642,a30849,243440.0,244340.0,624,costruzioni
643,a30850,244340.0,244360.0,625,i
644,a30851,244360.0,244520.0,626,due
645,a30852,244520.0,245260.0,627,complessi
646,a30853,245260.0,245570.0,628,<inspiration>
647,a30854,245570.0,245830.0,629,vanno
648,a30855,245830.0,245880.0,630,un
649,a30856,245880.0,246160.0,631,po'
650,a30857,246160.0,246380.0,632,di
651,a30858,246380.0,246620.0,633,pari
652,a30859,246620.0,247050.0,634,passo
653,a30860,247050.0,247209.0,635,per
654,a30861,247209.0,247580.0,636,certo
655,a30862,247580.0,248010.0,637,versi
656,a30863,248010.0,248451.0,638,<sp>
657,a30864,248451.0,248670.0,639,<tongue-click>
658,a30865,248670.0,248860.0,640,tra
659,a30866,248860.0,248990.0,641,gli
660,a30867,248990.0,249870.0,642,architetti
661,a30868,249870.0,250243.0,643,<inspiration>
662,a30869,250243.0,251041.0,644,<ehm>
663,a30870,251041.0,251395.0,645,che
664,a30871,251395.0,251670.0,646,per
665,a30872,251670.0,252133.0,647,primi
666,a30873,252133.0,252403.0,648,hanno
667,a30874,252403.0,253160.0,649,lavorato
668,a30875,253160.0,253300.0,650,<sp>
669,a30876,253300.0,253430.0,651,in
670,a30877,253430.0,253731.0,652,questo
671,a30878,253731.0,254010.0,653,luogo
672,a30879,254010.0,254140.0,654,mi
673,a30880,254140.0,254452.0,655,piace
674,a30881,254452.0,255070.0,656,ricordare
675,a30882,255070.0,255130.0,657,in
676,a30883,255130.0,255710.0,658,particolare
677,a30884,255710.0,255813.0,659,un
678,a30885,255813.0,256500.0,660,senese
679,a30886,256500.0,256840.0,661,Tino
680,a30887,256840.0,256920.0,662,di
681,a30888,256920.0,257520.0,663,Camaino
682,a30889,257520.0,258060.0,664,<inspiration>
683,a30890,258060.0,258343.0,665,che
684,a30891,258343.0,259130.0,666,aveva/
685,,,,666,<aa>
686,,,,666,/
687,a30892,259130.0,259415.0,667,<inspiration>
688,a30893,259415.0,259982.0,668,già
689,a30894,259982.0,260242.0,669,stava
690,a30895,260242.0,260990.0,670,lavorando
691,a30896,260990.0,261276.0,671,<breath>
692,a30897,261276.0,262070.0,672,<ehm>
693,a30898,262070.0,262669.0,673,<lp>
694,a30899,262669.0,263167.0,674,per
695,a30900,263167.0,263289.0,675,il
696,a30901,263289.0,263530.0,676,re
697,a30902,263530.0,264180.0,677,Roberto
698,a30903,264180.0,264600.0,678,alcune
699,a30904,264600.0,264760.0,679,sue
700,a30905,264760.0,265110.0,680,opere
701,a30906,265110.0,265200.0,681,le
702,a30907,265200.0,265555.0,682,potete
703,a30908,265555.0,265990.0,683,vedere
704,a30909,265990.0,266239.0,684,<inspiration>
705,a30910,266239.0,266370.0,685,in
706,a30911,266370.0,266810.0,686,alcune
707,a30912,266810.0,266984.0,687,delle
708,a30913,266984.0,267370.0,688,maggiori
709,a30914,267370.0,267660.0,689,chiese
710,a30915,267660.0,268360.0,690,napoletane
711,a30916,268360.0,268618.0,691,Donna
712,a30917,268618.0,269390.0,692,Regina
713,a30918,269390.0,269550.0,693,San
714,a30919,269550.0,270150.0,694,Lorenzo
715,a30920,270150.0,270439.0,695,Santa
716,a30921,270439.0,270852.0,696,Chiara
717,a30922,270852.0,271373.0,697,<inspiration>
718,a30923,271373.0,271790.0,698,quindi
719,a30924,271790.0,272000.0,699,<sp>
720,a30925,272000.0,272290.0,700,qui
721,a30926,272290.0,272730.0,701,lavora
722,a30927,272730.0,273180.0,702,invece
723,a30928,273180.0,273369.0,703,più
724,a30929,273369.0,273480.0,704,che
725,a30930,273480.0,273729.0,705,come
726,a30931,273729.0,274280.0,706,scultore
727,a30932,274280.0,274400.0,707,in
728,a30933,274400.0,274900.0,708,veste
729,a30934,274900.0,275090.0,709,di
730,a30935,275090.0,275720.0,710,architetto
731,a30936,275720.0,275990.0,711,quindi
732,a30937,275990.0,276130.0,712,una
733,a30938,276130.0,276650.0,713,figura
734,a30939,276650.0,277009.0,714,<inspiration>
735,a30940,277009.0,277508.0,715,<eeh>
736,a30941,277508.0,277900.0,716,diciamo
737,a30942,277900.0,278570.0,717,completa
738,a30943,278570.0,278739.0,718,<sp>
739,a30944,278739.0,278840.0,719,<tongue-click>
740,a30945,278840.0,279180.0,720,sotto
741,a30946,279180.0,279502.0,721,questo
742,a30947,279502.0,279843.0,722,punto
743,a30948,279843.0,279951.0,723,di
744,a30949,279951.0,280330.0,724,vista
745,a30950,280330.0,281044.0,725,<inspiration>
746,a30951,281044.0,281213.0,726,<sp>
747,a30952,281213.0,281717.0,727,il/
748,a30953,281717.0,282352.0,728,Carlo
749,a30954,282352.0,282539.0,729,<breath>
750,a30955,282539.0,282626.0,730,il
751,a30956,282626.0,282850.0,731,Duca
752,a30957,282850.0,282960.0,732,di
753,a30958,282960.0,283380.0,733,Calabria
754,a30959,283380.0,283410.0,734,in
755,a30960,283410.0,283730.0,735,realtà
756,a30961,283730.0,283910.0,736,non
757,a30962,283910.0,284450.0,737,vede
758,a30963,284450.0,284850.0,738,<breath>
759,a30964,284850.0,285000.0,739,la
760,a30965,285000.0,285275.0,740,fine
761,a30966,285275.0,285427.0,741,dei
762,a30967,285427.0,286005.0,742,lavori
763,a30968,286005.0,286470.0,743,<inspiration>
764,a30969,286470.0,286800.0,744,perché
765,a30970,286800.0,287979.0,745,ufficialmente
766,a30971,287979.0,288224.0,746,<sp>
767,a30972,288224.0,288520.0,747,<eeh>
768,a30973,288520.0,288691.0,748,si
769,a30974,288691.0,289300.0,749,concludono
770,a30975,289300.0,289420.0,750,nel
771,a30976,289420.0,291190.0,751,milletrecentosessantotto
772,a30977,291190.0,291473.0,752,quando
773,a30978,291473.0,291680.0,753,lui
774,a30979,291680.0,291831.0,754,era
775,a30980,291831.0,292010.0,755,già
776,a30981,292010.0,292540.0,756,morto
777,a30982,292540.0,292680.0,757,lui
778,a30983,292680.0,292702.0,758,in
779,a30984,292702.0,293063.0,759,realtà
780,a30985,293063.0,293590.0,760,<lp>
781,a30986,293590.0,293722.0,761,<tongue-click>
782,a30987,293722.0,294052.0,762,muore
783,a30988,294052.0,295050.0,763,prematuramente
784,a30989,295050.0,295286.0,764,<sp>
785,a30990,295286.0,295675.0,765,<inspiration>
786,a30991,295675.0,295950.0,766,quindi
787,a30992,295950.0,296209.0,767,poi
788,a30993,296209.0,296330.0,768,è
789,a30994,296330.0,296440.0,769,il
790,a30995,296440.0,296944.0,770,padre
791,a30996,296944.0,297009.0,771,a
792,a30997,297009.0,297460.0,772,portare
793,a30998,297460.0,298180.0,773,avanti
794,a30999,298180.0,298290.0,774,i
795,a31000,298290.0,298863.0,775,lavori
796,a31001,298863.0,299084.0,776,e
797,a31002,299084.0,299870.0,777,l'inaugurazione
798,a31003,299870.0,300472.0,778,formale
799,a31004,300472.0,300820.0,779,<inspiration>
800,a31005,300820.0,301253.0,780,viene
801,a31006,301253.0,301780.0,781,<eeh>
802,a31007,301780.0,302459.0,782,fatta
803,a31008,302459.0,302747.0,783,<sp>
804,a31009,302747.0,303358.0,784,dalla
805,a31010,303358.0,303504.0,785,<vocal>
806,a31011,303504.0,304262.0,786,regina
807,a31012,304262.0,304590.0,787,<eeh>
808,a31013,304590.0,304720.0,788,che
809,a31014,304720.0,305080.0,789,potete
810,a31015,305080.0,305675.0,790,vedere
811,a31016,305675.0,306073.0,791,<inspiration>
812,a31017,306073.0,306858.0,792,<ehm>
813,a31018,306858.0,307089.0,793,in
814,a31019,307089.0,308010.0,794,quell'affresco
815,a31020,308010.0,308130.0,795,da
816,a31021,308130.0,308390.0,796,quella
817,a31022,308390.0,308940.0,797,parte
818,a31023,308940.0,309330.0,798,<inspiration>
819,a31024,309330.0,309500.0,799,Si
820,a31025,309500.0,310150.0,800,tratta
821,a31026,310150.0,310460.0,801,della
822,a31027,310460.0,311213.0,802,regina
823,a31028,311213.0,312050.0,803,Giovanna
824,a31029,312050.0,312329.0,804,<inspiration>
825,a31030,312329.0,312400.0,805,<tongue-click>
826,a31031,312400.0,312930.0,806,quind
827,,,,806,<ii>
828,a31032,312930.0,313080.0,807,la
829,a31033,313080.0,313760.0,808,nipote
830,a31034,313760.0,313860.0,809,<sp>
831,a31035,313860.0,314030.0,810,di
832,a31036,314030.0,314180.0,811,re
833,a31037,314180.0,314670.0,812,Roberto
834,a31038,314670.0,314789.0,813,il
835,a31039,314789.0,315410.0,814,Saggio
836,a31040,315410.0,315723.0,815,<inspiration>
837,a31041,315723.0,315890.0,816,che
838,a31042,315890.0,316500.0,817,offre
839,a31043,316500.0,316713.0,818,<inspiration>
840,a31044,316713.0,317044.0,819,<eeh>
841,a31045,317044.0,317228.0,820,il
842,a31046,317228.0,317783.0,821,modello
843,a31047,317783.0,317970.0,822,della
844,a31048,317970.0,318390.0,823,Certosa
845,a31049,318390.0,318470.0,824,di
846,a31050,318470.0,318640.0,825,San
847,a31051,318640.0,319120.0,826,Martino
848,a31052,319120.0,319240.0,827,a
849,a31053,319240.0,319551.0,828,San
850,a31054,319551.0,319920.0,829,Bruno
851,a31055,319920.0,320010.0,830,in
852,a31056,320010.0,320700.0,831,persona
853,a31057,320700.0,320795.0,832,<sp>
854,a31058,320795.0,320914.0,833,che
855,a31059,320914.0,320970.0,834,è
856,a31060,320970.0,321030.0,835,il
857,a31061,321030.0,321590.0,836,fondatore
858,a31062,321590.0,322131.0,837,dell'ordine
859,a31063,322131.0,322240.0,838,e
860,a31064,322240.0,322370.0,839,di
861,a31065,322370.0,322670.0,840,cui
862,a31066,322670.0,322880.0,841,<sp>
863,a31067,322880.0,323227.0,842,insomma
864,a31068,323227.0,323820.0,843,parleremo
865,a31069,323820.0,324780.0,844,diffusamente
866,a31070,324780.0,325104.0,845,<inspiration>
867,a31071,325104.0,325261.0,846,più
868,a31072,325261.0,325887.0,847,tardi
869,a31073,325887.0,326760.0,848,<lp>
870,a31074,326760.0,327461.0,849,<inspiration>
871,a31075,327461.0,327723.0,850,<sp>
872,a31076,327723.0,327760.0,851,in
873,a31077,327760.0,328380.0,852,realtà
874,a31078,328380.0,328690.0,853,<sp>
875,a31079,328690.0,328831.0,854,è
876,a31080,328831.0,328982.0,855,una
877,a31081,328982.0,329576.0,856,conclusione
878,a31082,329576.0,329686.0,857,dei
879,a31083,329686.0,330260.0,858,lavori
880,a31084,330260.0,330910.0,859,<lp>
881,a31085,330910.0,331633.0,860,provvisoria
882,a31086,331633.0,331675.0,861,in
883,a31087,331675.0,331800.0,862,un
884,a31088,331800.0,332190.0,863,certo
885,a31089,332190.0,332893.0,864,senso
886,a31090,332893.0,333280.0,865,<inspiration>
887,a31091,333280.0,333880.0,866,perché
888,a31092,333880.0,335092.0,867,<ehm>
889,a31093,335092.0,335268.0,868,<tongue-click>
890,a31094,335268.0,335594.0,869,dalla/
891,a31095,335594.0,335631.0,870,a
892,a31096,335631.0,336215.0,871,partire
893,a31097,336215.0,336460.0,872,dalla
894,a31098,336460.0,336808.0,873,fine
895,a31099,336808.0,336940.0,874,del
896,a31100,336940.0,338245.0,875,millecinquecento
897,a31101,338245.0,339290.0,876,incominciano
898,a31102,339290.0,339490.0,877,una
899,a31103,339490.0,340041.0,878,serie
900,a31104,340041.0,340300.0,879,di
901,a31105,340300.0,340725.0,880,lavori
902,a31106,340725.0,340820.0,881,di
903,a31107,340820.0,341760.0,882,ammodernamento
904,a31108,341760.0,341800.0,883,e
905,a31109,341800.0,341920.0,884,di
906,a31110,341920.0,342640.0,885,abbellimento
907,a31111,342640.0,342840.0,886,della
908,a31112,342840.0,343430.0,887,Certosa
909,a31113,343430.0,343700.0,888,che
910,a31114,343700.0,344189.0,889,<inspiration>
911,a31115,344189.0,344530.0,890,<sp>
912,a31116,344530.0,344650.0,891,a
913,a31117,344650.0,345125.0,892,fasi
914,a31118,345125.0,345300.0,893,più
915,a31119,345300.0,345350.0,894,o
916,a31120,345350.0,345520.0,895,meno
917,a31121,345520.0,346326.0,896,alterne
918,a31122,346326.0,346610.0,897,<inspiration>
919,a31123,346610.0,346839.0,898,si
920,a31124,346839.0,347920.0,899,concluderanno
921,a31125,347920.0,349020.0,900,veramente
922,a31126,349020.0,349790.0,901,solo
923,a31127,349790.0,350020.0,902,al/
924,a31128,350020.0,350160.0,903,nel
925,a31129,350160.0,351110.0,904,Settecento
926,a31130,351110.0,351230.0,905,<sp>
927,a31131,351230.0,351510.0,906,quindi
928,a31132,351510.0,351720.0,907,tra
929,a31133,351720.0,351840.0,908,una
930,a31134,351840.0,352159.0,909,cosa
931,a31135,352159.0,352240.0,910,e
932,a31136,352240.0,352825.0,911,l'altra
933,a31137,352825.0,353000.0,912,<sp>
934,a31138,353000.0,353146.0,913,ci
935,a31139,353146.0,353260.0,914,si
936,a31140,353260.0,353950.0,915,prolunga
937,a31141,353950.0,354160.0,916,<inspiration>
938,a31142,354160.0,354290.0,917,per
939,a31143,354290.0,354370.0,918,un
940,a31144,354370.0,354555.0,919,bel
941,a31145,354555.0,354840.0,920,po'
942,a31146,354840.0,355046.0,921,ed
943,a31147,355046.0,355108.0,922,è
944,a31148,355108.0,355292.0,923,per
945,a31149,355292.0,355620.0,924,questo
946,a31150,355620.0,356013.0,925,motivo
947,a31151,356013.0,356110.0,926,che
948,a31152,356110.0,356220.0,927,la
949,a31153,356220.0,356826.0,928,certosa
950,a31154,356826.0,357092.0,929,viene
951,a31155,357092.0,357780.0,930,considerata
952,a31156,357780.0,358030.0,931,anche
953,a31157,358030.0,358240.0,932,uno
954,a31158,358240.0,358503.0,933,degli
955,a31159,358503.0,359006.0,934,scrigni
956,a31160,359006.0,359508.0,935,dell'arte
957,a31161,359508.0,360180.0,936,barocca
958,a31162,360180.0,360477.0,937,<inspiration>
959,a31163,360477.0,360612.0,938,più
960,a31164,360612.0,361150.0,939,importanti
961,a31165,361150.0,361246.0,940,che
962,a31166,361246.0,361419.0,941,ci
963,a31167,361419.0,361800.0,942,siano
964,a31168,361800.0,361942.0,943,a
965,a31169,361942.0,362400.0,944,Napoli
966,a31170,362400.0,362640.0,945,quindi
967,a31171,362640.0,362894.0,946,questo
968,a31172,362894.0,362920.0,947,è
969,a31173,362920.0,363260.0,948,proprio
970,a31174,363260.0,363506.0,949,uno
971,a31175,363506.0,363651.0,950,dei
972,a31176,363651.0,364240.0,951,musei
973,a31177,364240.0,364673.0,952,<inspiration>
974,a31178,364673.0,365353.0,953,<ehm>
975,a31179,365353.0,365480.0,954,che/
976,a31180,365480.0,365652.0,955,da
977,a31181,365652.0,365819.0,956,non
978,a31182,365819.0,366450.0,957,mancare
979,a31183,366450.0,366875.0,958,soprattutto
980,a31184,366875.0,367034.0,959,per
981,a31185,367034.0,367173.0,960,chi
982,a31186,367173.0,367424.0,961,viene
983,a31187,367424.0,367540.0,962,da
984,a31188,367540.0,367950.0,963,fuori
985,a31189,367950.0,368040.0,964,è
986,a31190,368040.0,368257.0,965,uno
987,a31191,368257.0,368361.0,966,di
988,a31192,368361.0,368732.0,967,quei
989,a31193,368732.0,368944.0,968,<inspiration>
990,a31194,368944.0,369067.0,969,di
991,a31195,369067.0,369258.0,970,quei
992,a31196,369258.0,369580.0,971,luoghi
993,a31197,369580.0,369660.0,972,che
994,a31198,369660.0,370120.0,973,andrebbero
995,a31199,370120.0,370690.0,974,visitati
996,a31200,370690.0,371216.0,975,<lp>
997,a31201,371216.0,371380.0,976,<tongue-click>
998,a31202,371380.0,371630.0,977,anche
999,a31203,371630.0,371870.0,978,perché
1000,a31204,371870.0,371983.0,979,c'è
1001,a31205,371983.0,372027.0,980,un
1002,a31206,372027.0,373019.0,981,panorama
1003,,,,981,<aa>
1004,a31207,373019.0,373750.0,982,notevole
1005,,,,982,<ee>
1006,a31208,373750.0,373890.0,983,tra
1007,a31209,373890.0,374279.0,984,l'altro
1008,a31210,374279.0,374770.0,985,<inspiration>
1009,a31211,374770.0,375140.0,986,quindi
1010,a31212,375140.0,375267.0,987,è
1011,a31213,375267.0,375498.0,988,una
1012,a31214,375498.0,376114.0,989,buona
1013,,,,989,<aa>
1014,a31215,376114.0,376160.0,990,è
1015,a31216,376160.0,376253.0,991,un
1016,a31217,376253.0,376370.0,992,buon
1017,a31218,376370.0,376660.0,993,modo
1018,a31219,376660.0,376842.0,994,per
1019,a31220,376842.0,377291.0,995,dare
1020,a31221,377291.0,378120.0,996,un'idea
1021,a31222,378120.0,379452.0,997,<ehm>
1022,a31223,379452.0,379628.0,998,di
1023,a31224,379628.0,379760.0,999,do+/
1024,a31225,379760.0,379885.0,1000,un
1025,a31226,379885.0,379971.0,1001,mo+
1026,a31227,379971.0,380230.0,1002,modo
1027,a31228,380230.0,380460.0,1003,per
1028,a31229,380460.0,380543.0,1004,<sp>
1029,a31230,380543.0,380800.0,1005,avere
1030,a31231,380800.0,380920.0,1006,un
1031,a31232,380920.0,381430.0,1007,quadro
1032,a31233,381430.0,381728.0,1008,diciamo
1033,a31234,381728.0,381950.0,1009,della
1034,a31235,381950.0,382463.0,1010,città
1035,a31236,382463.0,383635.0,1011,<ehm>
1036,a31237,383635.0,383754.0,1012,<tongue-click>
1037,a31238,383754.0,384280.0,1013,intera
1038,a31239,384280.0,384949.0,1014,<inspiration>
1039,a31240,384949.0,385117.0,1015,ci
1040,a31241,385117.0,385750.0,1016,troviamo
1041,a31242,385750.0,386516.0,1017,all'interno
1042,a31243,386516.0,386680.0,1018,del
1043,a31244,386680.0,387323.0,1019,pronao
1044,a31245,387323.0,388252.0,1020,<lp>
1045,a31246,388252.0,388426.0,1021,che
1046,a31247,388426.0,388513.0,1022,è
1047,a31248,388513.0,388677.0,1023,un
1048,a31249,388677.0,388975.0,1024,buon
1049,a31250,388975.0,389767.0,1025,esempio
1050,a31251,389767.0,390201.0,1026,<eeh>
1051,a31252,390201.0,391120.0,1027,per
1052,,,,1027,<rr>
1053,a31253,391120.0,391547.0,1028,<ehm>
1054,a31254,391547.0,391960.0,1029,cercare
1055,a31255,391960.0,392070.0,1030,di
1056,a31256,392070.0,392877.0,1031,mostrarvi
1057,a31257,392877.0,393385.0,1032,<inspiration>
1058,a31258,393385.0,393970.0,1033,queste
1059,a31259,393970.0,394473.0,1034,fasi
1060,a31260,394473.0,395160.0,1035,diverse
1061,a31261,395160.0,395920.0,1036,<lp>
1062,a31262,395920.0,396090.0,1037,di
1063,a31263,396090.0,397020.0,1038,lavorazione
1064,a31264,397020.0,397100.0,1039,di
1065,a31265,397100.0,397870.0,1040,ammodernamento
1066,a31266,397870.0,398070.0,1041,della
1067,a31267,398070.0,398640.0,1042,certosa
1068,a31268,398640.0,398780.0,1043,<sp>
1069,a31269,398780.0,399010.0,1044,siamo
1070,a31270,399010.0,399390.0,1045,partiti
1071,a31271,399390.0,399750.0,1046,appunto
1072,a31272,399750.0,399900.0,1047,dal
1073,a31273,399900.0,400820.0,1048,milletrecento
1074,a31274,400820.0,401010.0,1049,quindi
1075,a31275,401010.0,401150.0,1050,una
1076,a31276,401150.0,401662.0,1051,fabbrica
1077,a31277,401662.0,401903.0,1052,<inspiration>
1078,a31278,401903.0,402770.0,1053,medievale
1079,a31279,402770.0,403266.0,1054,<inspiration>
1080,a31280,403266.0,403413.0,1055,se
1081,a31281,403413.0,403626.0,1056,voi
1082,a31282,403626.0,404020.0,1057,guardate
1083,a31283,404020.0,404250.0,1058,sulla
1084,a31284,404250.0,404590.0,1059,vostra
1085,a31285,404590.0,405150.0,1060,testa
1086,a31286,405150.0,405409.0,1061,<sp>
1087,a31287,405409.0,405711.0,1062,<inspiration>
1088,a31288,405711.0,405820.0,1063,<tongue-click>
1089,a31289,405820.0,406240.0,1064,potete
1090,a31290,406240.0,407040.0,1065,scorgere
1091,a31291,407040.0,407470.0,1066,<sp>
1092,a31292,407470.0,407687.0,1067,<inspiration>
1093,a31293,407687.0,407910.0,1068,<tongue-click>
1094,a31294,407910.0,408460.0,1069,alcuni
1095,a31295,408460.0,408930.0,1070,resti
1096,a31296,408930.0,409050.0,1071,per
1097,a31297,409050.0,409540.0,1072,esempio
1098,a31298,409540.0,409830.0,1073,di
1099,a31299,409830.0,410150.0,1074,<sp>
1100,a31300,410150.0,410539.0,1075,alcune
1101,a31301,410539.0,411070.0,1076,tracce
1102,a31302,411070.0,411290.0,1077,ben
1103,a31303,411290.0,412070.0,1078,evidenti
1104,a31304,412070.0,412435.0,1079,<inspiration>
1105,a31305,412435.0,412744.0,1080,<sp>
1106,a31306,412744.0,412892.0,1081,<tongue-click>
1107,a31307,412892.0,413010.0,1082,di
1108,a31308,413010.0,413280.0,1083,archi
1109,a31309,413280.0,413310.0,1084,a
1110,a31310,413310.0,413700.0,1085,sesto
1111,a31311,413700.0,414160.0,1086,acuto
1112,a31312,414160.0,414310.0,1087,<sp>
1113,a31313,414310.0,414960.0,1088,tipici
1114,a31314,414960.0,415440.0,1089,<sp>
1115,a31315,415440.0,416254.0,1090,della
1116,a31316,416254.0,416660.0,1091,<sp>
1117,a31317,416660.0,417380.0,1092,dell'architettura
1118,a31318,417380.0,417940.0,1093,gotica
1119,a31319,417940.0,418641.0,1094,<lp>
1120,a31320,418641.0,418780.0,1095,<tongue-click>
1121,a31321,418780.0,419210.0,1096,però
1122,a31322,419210.0,419398.0,1097,<sp>
1123,a31323,419398.0,419700.0,1098,diciamo
1124,a31324,419700.0,420750.0,1099,sopraffatti
1125,a31325,420750.0,421130.0,1100,<inspiration>
1126,a31326,421130.0,421390.0,1101,dalla
1127,a31327,421390.0,422180.0,1102,decorazione
1128,a31328,422180.0,422285.0,1103,che
1129,a31329,422285.0,422720.0,1104,poi
1130,a31330,422720.0,423031.0,1105,<inspiration>
1131,a31331,423031.0,423540.0,1106,viene
1132,a31332,423540.0,423761.0,1107,<inspiration>
1133,a31333,423761.0,424602.0,1108,<eeh>
1134,a31334,424602.0,425340.0,1109,appunto
1135,,,,1109,<oo>
1136,a31335,425340.0,425520.0,1110,<inspiration>
1137,a31336,425520.0,427062.0,1111,<ehm>
1138,a31337,427062.0,427290.0,1112,viene
1139,a31338,427290.0,427678.0,1113,portata
1140,a31339,427678.0,428370.0,1114,avanti
1141,a31340,428370.0,428609.0,1115,<inspiration>
1142,a31341,428609.0,428870.0,1116,dal
1143,a31342,428870.0,429585.0,1117,toscano
1144,a31343,429585.0,430240.0,1118,Dosio
1145,a31344,430240.0,430420.0,1119,<breath>
1146,a31345,430420.0,430650.0,1120,dalla
1147,a31346,430650.0,430870.0,1121,fine
1148,a31347,430870.0,430930.0,1122,del
1149,a31348,430930.0,431760.0,1123,millecinquecento
1150,a31349,431760.0,431910.0,1124,come
1151,a31350,431910.0,432262.0,1125,dicevo
1152,a31351,432262.0,432296.0,1126,e
1153,a31352,432296.0,432620.0,1127,poi
1154,a31353,432620.0,432780.0,1128,per
1155,a31354,432780.0,432880.0,1129,la
1156,a31355,432880.0,433125.0,1130,prima
1157,a31356,433125.0,433433.0,1131,metà
1158,a31357,433433.0,433746.0,1132,<inspiration>
1159,a31358,433746.0,434554.0,1133,del
1160,,,,1133,<ll>
1161,a31359,434554.0,434698.0,1134,del
1162,a31360,434698.0,435270.0,1135,Seicento
1163,a31361,435270.0,435466.0,1136,<sp>
1164,a31362,435466.0,436012.0,1137,ovviamente
1165,a31363,436012.0,436120.0,1138,vi
1166,a31364,436120.0,436330.0,1139,siete
1167,a31365,436330.0,436602.0,1140,resi
1168,a31366,436602.0,437120.0,1141,benissimo
1169,a31367,437120.0,437530.0,1142,conto
1170,a31368,437530.0,437700.0,1143,che
1171,a31369,437700.0,438240.0,1144,l'affresco
1172,a31370,438240.0,438318.0,1145,che
1173,a31371,438318.0,438422.0,1146,vi
1174,a31372,438422.0,438449.0,1147,ho
1175,a31373,438449.0,438820.0,1148,indicato
1176,a31374,438820.0,439090.0,1149,prima
1177,a31375,439090.0,439740.0,1150,naturalmente
1178,a31376,439740.0,439871.0,1151,non
1179,a31377,439871.0,439940.0,1152,è
1180,a31378,439940.0,440010.0,1153,un
1181,a31379,440010.0,440624.0,1154,affresco
1182,a31380,440624.0,440975.0,1155,<inspiration>
1183,a31381,440975.0,441596.0,1156,<eeh>
1184,a31382,441596.0,442400.0,1157,trecentesco
1185,a31383,442400.0,442560.0,1158,ma
1186,a31384,442560.0,442930.0,1159,<sp>
1187,a31385,442930.0,443060.0,1160,ma
1188,a31386,443060.0,443530.0,1161,appartiene
1189,a31387,443530.0,443890.0,1162,appunto
1190,a31388,443890.0,443930.0,1163,a
1191,a31389,443930.0,444280.0,1164,questa
1192,a31390,444280.0,444769.0,1165,fase
1193,a31391,444769.0,445120.0,1166,<inspiration>
1194,a31392,445120.0,445772.0,1167,<ehm>
1195,a31393,445772.0,445893.0,1168,<tongue-click>
1196,a31394,445893.0,446830.0,1169,seicentesca
1197,a31395,446830.0,447130.0,1170,<sp>
1198,a31396,447130.0,447303.0,1171,più
1199,a31397,447303.0,448080.0,1172,interessante
1200,a31398,448080.0,448600.0,1173,ancora
1201,a31399,448600.0,448750.0,1174,del
1202,a31400,448750.0,449430.0,1175,pronao
1203,a31401,449430.0,449724.0,1176,<sp>
1204,a31402,449724.0,449820.0,1177,<tongue-click>
1205,a31403,449820.0,449880.0,1178,è
1206,a31404,449880.0,450500.0,1179,naturalmente
1207,a31405,450500.0,450720.0,1180,quello
1208,a31406,450720.0,450790.0,1181,che
1209,a31407,450790.0,450880.0,1182,è
1210,a31408,450880.0,451020.0,1183,alle
1211,a31409,451020.0,451147.0,1184,mie
1212,a31410,451147.0,451660.0,1185,spalle
1213,a31411,451660.0,451996.0,1186,<sp>
1214,a31412,451996.0,452275.0,1187,<noise>
1215,a31413,452275.0,452480.0,1188,<sp>
1216,a31414,452480.0,452910.0,1189,cioè
1217,a31415,452910.0,453493.0,1190,<lp>
1218,a31416,453493.0,453646.0,1191,<tongue-click>
1219,a31417,453646.0,453780.0,1192,la
1220,a31418,453780.0,454240.0,1193,chiesa
1221,a31419,454240.0,454677.0,1194,<sp>
1222,a31420,454677.0,454999.0,1195,<noise>
1223,a31421,454999.0,455380.0,1196,<eeh>
1224,a31422,455380.0,456066.0,1197,del
1225,,,,1197,<ll>
1226,a31423,456066.0,456300.0,1198,della
1227,a31424,456300.0,456842.0,1199,certosa
1228,a31425,456842.0,456942.0,1200,che
1229,a31426,456942.0,457022.0,1201,è
1230,a31427,457022.0,457580.0,1202,ovviamente
1231,a31428,457580.0,457853.0,1203,uno
1232,a31429,457853.0,458320.0,1204,delle/
1233,,,,1204,<ee>
1234,,,,1204,/
1235,a31430,458320.0,458434.0,1205,dei
1236,a31431,458434.0,459090.0,1206,luoghi
1237,,,,1206,<ii>
1238,a31432,459090.0,459326.0,1207,<inspiration>
1239,a31433,459326.0,459780.0,1208,chiave
1240,a31434,459780.0,460365.0,1209,<inspiration>
1241,a31435,460365.0,460660.0,1210,<sp>
1242,a31436,460660.0,461188.0,1211,del
1243,,,,1211,<ll>
1244,a31437,461188.0,461370.0,1212,del
1245,a31438,461370.0,462040.0,1213,complesso
1246,a31439,462040.0,462313.0,1214,<inspiration>
1247,a31440,462313.0,463193.0,1215,sfortunatamente
1248,a31441,463193.0,463325.0,1216,in
1249,a31442,463325.0,463580.0,1217,questo
1250,a31443,463580.0,464044.0,1218,momento
1251,a31444,464044.0,464160.0,1219,ci
1252,a31445,464160.0,464199.0,1220,è
1253,a31446,464199.0,464970.0,1221,impossibile
1254,a31447,464970.0,465700.0,1222,entrare
1255,a31448,465700.0,466210.0,1223,perché
1256,a31449,466210.0,466496.0,1224,<inspiration>
1257,a31450,466496.0,466833.0,1225,<eeh>
1258,a31451,466833.0,466978.0,1226,il
